time(sec),ch1,ch2,ch3
80.672,-0.137,-0.137,-0.137
80.68,-0.137,-0.137,-0.137
80.688,-0.137,-0.137,-0.137
80.695,-0.137,-0.137,-0.137
80.703,-0.137,-0.137,-0.137
80.711,-0.137,-0.137,-0.137
80.719,-0.137,-0.137,-0.137
80.727,-0.137,-0.137,-0.137
80.734,-0.137,-0.137,-0.137
80.742,-0.137,-0.137,-0.137
80.75,-0.137,-0.137,-0.137
80.758,-0.137,-0.137,-0.137
80.766,-0.137,-0.137,-0.137
80.773,-0.137,-0.137,-0.137
80.781,-0.137,-0.137,-0.137
80.789,-0.137,-0.137,-0.137
80.797,-0.137,-0.137,-0.137
80.805,-0.137,-0.137,-0.137
80.813,-0.137,-0.137,-0.137
80.82,-0.137,-0.137,-0.137
80.828,-0.137,-0.137,-0.137
80.836,-0.137,-0.137,-0.137
80.844,-0.137,-0.137,-0.137
80.852,-0.137,-0.137,-0.137
80.859,-0.137,-0.137,-0.137
80.867,-0.137,-0.137,-0.137
80.875,-0.137,-0.137,-0.137
80.883,-0.137,-0.137,-0.137
80.891,-0.137,-0.137,-0.137
80.898,-0.137,-0.137,-0.137
80.906,-0.137,-0.137,-0.137
80.914,-0.137,-0.137,-0.137
80.922,-0.137,-0.137,-0.137
80.93,-0.137,-0.137,-0.137
80.938,-0.137,-0.137,-0.137
80.945,-0.137,-0.137,-0.137
80.953,-0.137,-0.137,-0.137
80.961,-0.137,-0.137,-0.137
80.969,-0.137,-0.137,-0.137
80.977,-0.137,-0.137,-0.137
80.984,-0.137,-0.137,-0.137
80.992,-0.137,-0.137,-0.137
81,-0.137,-0.137,-0.137
81.008,-0.137,-0.137,-0.137
81.016,-0.137,-0.137,-0.137
81.023,-0.137,-0.137,-0.137
81.031,-0.137,-0.137,-0.137
81.039,-0.137,-0.137,-0.137
81.047,-0.137,-0.137,-0.137
81.055,-0.137,-0.137,-0.137
81.063,-0.137,-0.137,-0.137
81.07,-0.137,-0.137,-0.137
81.078,-0.137,-0.137,-0.137
81.086,-0.137,-0.137,-0.137
81.094,-0.137,-0.137,-0.137
81.102,-0.137,-0.137,-0.137
81.109,-0.137,-0.137,-0.137
81.117,-0.137,-0.137,-0.137
81.125,-0.137,-0.137,-0.137
81.133,-0.137,-0.137,-0.137
81.141,-0.137,-0.137,-0.137
81.148,-0.137,-0.137,-0.137
81.156,-0.137,-0.137,-0.137
81.164,-0.137,-0.137,-0.137
81.172,-0.137,-0.137,-0.137
81.18,-0.137,-0.137,-0.137
81.188,-0.137,-0.137,-0.137
81.195,-0.137,-0.137,-0.137
81.203,-0.137,-0.137,-0.137
81.211,-0.137,-0.137,-0.137
81.219,-0.137,-0.137,-0.137
81.227,-0.137,-0.137,-0.137
81.234,-0.137,-0.137,-0.137
81.242,-0.137,-0.137,-0.137
81.25,-0.137,-0.137,-0.137
81.258,-0.137,-0.137,-0.137
81.266,-0.137,-0.137,-0.137
81.273,-0.137,-0.137,-0.137
81.281,-0.137,-0.137,-0.137
81.289,-0.137,-0.137,-0.137
81.297,-0.137,-0.137,-0.137
81.305,-0.137,-0.137,-0.137
81.313,-0.137,-0.137,-0.137
81.32,-0.137,-0.137,-0.137
81.328,-0.137,-0.137,-0.137
81.336,-0.137,-0.137,-0.137
81.344,-0.137,-0.137,-0.137
81.352,-0.137,-0.137,-0.137
81.359,-0.137,-0.137,-0.137
81.367,-0.137,-0.137,-0.137
81.375,-0.137,-0.137,-0.137
81.383,-0.137,-0.137,-0.137
81.391,-0.137,-0.137,-0.137
81.398,-0.137,-0.137,-0.137
81.406,-0.137,-0.137,-0.137
81.414,-0.137,-0.137,-0.137
81.422,-0.137,-0.137,-0.137
81.43,0.078,0.078,0.078
81.438,0.627,0.627,0.627
81.445,0.765,0.765,0.765
81.453,0.804,0.804,0.804
81.461,0.804,0.804,0.804
81.469,0.804,0.804,0.804
81.477,0.804,0.804,0.804
81.484,0.804,0.804,0.804
81.492,0.804,0.804,0.804
81.5,0.804,0.804,0.804
81.508,0.804,0.804,0.804
81.516,0.804,0.804,0.804
81.523,0.804,0.804,0.804
81.531,0.804,0.804,0.804
81.539,0.804,0.804,0.804
81.547,0.804,0.804,0.804
81.555,0.804,0.804,0.804
81.563,0.804,0.804,0.804
81.57,0.569,0.569,0.569
81.578,0.02,0.02,0.02
81.586,-0.098,-0.098,-0.098
81.594,-0.137,-0.137,-0.137
81.602,-0.137,-0.137,-0.137
81.609,-0.137,-0.137,-0.137
81.617,-0.137,-0.137,-0.137
81.625,-0.137,-0.137,-0.137
81.633,-0.137,-0.137,-0.137
81.641,-0.137,-0.137,-0.137
81.648,-0.137,-0.137,-0.137
81.656,-0.137,-0.137,-0.137
81.664,-0.137,-0.137,-0.137
81.672,-0.137,-0.137,-0.137
81.68,-0.137,-0.137,-0.137
81.688,-0.137,-0.137,-0.137
81.695,-0.137,-0.137,-0.137
81.703,-0.137,-0.137,-0.137
81.711,-0.137,-0.137,-0.137
81.719,-0.137,-0.137,-0.137
81.727,-0.137,-0.137,-0.137
81.734,-0.137,-0.137,-0.137
81.742,-0.137,-0.137,-0.137
81.75,-0.137,-0.137,-0.137
81.758,-0.137,-0.137,-0.137
81.766,-0.137,-0.137,-0.137
81.773,-0.137,-0.137,-0.137
81.781,-0.137,-0.137,-0.137
81.789,-0.137,-0.137,-0.137
81.797,-0.137,-0.137,-0.137
81.805,-0.137,-0.137,-0.137
81.813,-0.137,-0.137,-0.137
81.82,-0.137,-0.137,-0.137
81.828,-0.137,-0.137,-0.137
81.836,-0.137,-0.137,-0.137
81.844,-0.137,-0.137,-0.137
81.852,-0.137,-0.137,-0.137
81.859,-0.137,-0.137,-0.137
81.867,-0.137,-0.137,-0.137
81.875,-0.137,-0.137,-0.137
81.883,-0.137,-0.137,-0.137
81.891,-0.137,-0.137,-0.137
81.898,-0.137,-0.137,-0.137
81.906,-0.137,-0.137,-0.137
81.914,-0.137,-0.137,-0.137
81.922,-0.137,-0.137,-0.137
81.93,-0.137,-0.137,-0.137
81.938,-0.137,-0.137,-0.137
81.945,-0.137,-0.137,-0.137
81.953,-0.137,-0.137,-0.137
81.961,-0.137,-0.137,-0.137
81.969,-0.137,-0.137,-0.137
81.977,-0.137,-0.137,-0.137
81.984,-0.137,-0.137,-0.137
81.992,-0.137,-0.137,-0.137
82,-0.137,-0.137,-0.137
82.008,-0.137,-0.137,-0.137
82.016,-0.137,-0.137,-0.137
82.023,-0.137,-0.137,-0.137
82.031,-0.137,-0.137,-0.137
82.039,-0.137,-0.137,-0.137
82.047,-0.137,-0.137,-0.137
82.055,-0.137,-0.137,-0.137
82.063,-0.137,-0.137,-0.137
82.07,-0.137,-0.137,-0.137
82.078,-0.137,-0.137,-0.137
82.086,-0.137,-0.137,-0.137
82.094,-0.137,-0.137,-0.137
82.102,-0.137,-0.137,-0.137
82.109,-0.137,-0.137,-0.137
82.117,-0.137,-0.137,-0.137
82.125,-0.137,-0.137,-0.137
82.133,-0.137,-0.137,-0.137
82.141,-0.137,-0.137,-0.137
82.148,-0.137,-0.137,-0.137
82.156,-0.137,-0.137,-0.137
82.164,-0.137,-0.137,-0.137
82.172,-0.137,-0.137,-0.137
82.18,-0.137,-0.137,-0.137
82.188,-0.137,-0.137,-0.137
82.195,-0.137,-0.137,-0.137
82.203,-0.137,-0.137,-0.137
82.211,-0.137,-0.137,-0.137
82.219,-0.137,-0.137,-0.137
82.227,-0.137,-0.137,-0.137
82.234,-0.137,-0.137,-0.137
82.242,-0.137,-0.137,-0.137
82.25,-0.137,-0.137,-0.137
82.258,-0.137,-0.137,-0.137
82.266,-0.137,-0.137,-0.137
82.273,-0.137,-0.137,-0.137
82.281,-0.137,-0.137,-0.137
82.289,-0.137,-0.137,-0.137
82.297,-0.137,-0.137,-0.137
82.305,-0.137,-0.137,-0.137
82.313,-0.137,-0.137,-0.137
82.32,-0.137,-0.137,-0.137
82.328,-0.137,-0.137,-0.137
82.336,-0.137,-0.137,-0.137
82.344,-0.137,-0.137,-0.137
82.352,-0.137,-0.137,-0.137
82.359,-0.137,-0.137,-0.137
82.367,-0.137,-0.137,-0.137
82.375,-0.137,-0.137,-0.137
82.383,-0.137,-0.137,-0.137
82.391,-0.137,-0.137,-0.137
82.398,-0.137,-0.137,-0.137
82.406,-0.137,-0.137,-0.137
82.414,-0.137,-0.137,-0.137
82.422,-0.137,-0.137,-0.137
82.43,0.078,0.078,0.078
82.438,0.627,0.627,0.627
82.445,0.765,0.765,0.765
82.453,0.804,0.804,0.804
82.461,0.804,0.804,0.804
82.469,0.804,0.804,0.804
82.477,0.804,0.804,0.804
82.484,0.804,0.804,0.804
82.492,0.804,0.804,0.804
82.5,0.804,0.804,0.804
82.508,0.804,0.804,0.804
82.516,0.804,0.804,0.804
82.523,0.804,0.804,0.804
82.531,0.804,0.804,0.804
82.539,0.804,0.804,0.804
82.547,0.804,0.804,0.804
82.555,0.804,0.804,0.804
82.563,0.804,0.804,0.804
82.57,0.569,0.569,0.569
82.578,0.02,0.02,0.02
82.586,-0.098,-0.098,-0.098
82.594,-0.137,-0.137,-0.137
82.602,-0.137,-0.137,-0.137
82.609,-0.137,-0.137,-0.137
82.617,-0.137,-0.137,-0.137
82.625,-0.137,-0.137,-0.137
82.633,-0.137,-0.137,-0.137
82.641,-0.137,-0.137,-0.137
82.648,-0.137,-0.137,-0.137
82.656,-0.137,-0.137,-0.137
82.664,-0.137,-0.137,-0.137
82.672,-0.137,-0.137,-0.137
82.68,-0.137,-0.137,-0.137
82.688,-0.137,-0.137,-0.137
82.695,-0.137,-0.137,-0.137
82.703,-0.137,-0.137,-0.137
82.711,-0.137,-0.137,-0.137
82.719,-0.137,-0.137,-0.137
82.727,-0.137,-0.137,-0.137
82.734,-0.137,-0.137,-0.137
82.742,-0.137,-0.137,-0.137
82.75,-0.137,-0.137,-0.137
82.758,-0.137,-0.137,-0.137
82.766,-0.137,-0.137,-0.137
82.773,-0.137,-0.137,-0.137
82.781,-0.137,-0.137,-0.137
82.789,-0.137,-0.137,-0.137
82.797,-0.137,-0.137,-0.137
82.805,-0.137,-0.137,-0.137
82.813,-0.137,-0.137,-0.137
82.82,-0.137,-0.137,-0.137
82.828,-0.137,-0.137,-0.137
82.836,-0.137,-0.137,-0.137
82.844,-0.137,-0.137,-0.137
82.852,-0.137,-0.137,-0.137
82.859,-0.137,-0.137,-0.137
82.867,-0.137,-0.137,-0.137
82.875,-0.137,-0.137,-0.137
82.883,-0.137,-0.137,-0.137
82.891,-0.137,-0.137,-0.137
82.898,-0.137,-0.137,-0.137
82.906,-0.137,-0.137,-0.137
82.914,-0.137,-0.137,-0.137
82.922,-0.137,-0.137,-0.137
82.93,-0.137,-0.137,-0.137
82.938,-0.137,-0.137,-0.137
82.945,-0.137,-0.137,-0.137
82.953,-0.137,-0.137,-0.137
82.961,-0.137,-0.137,-0.137
82.969,-0.137,-0.137,-0.137
82.977,-0.137,-0.137,-0.137
82.984,-0.137,-0.137,-0.137
82.992,-0.137,-0.137,-0.137
83,-0.137,-0.137,-0.137
83.008,-0.137,-0.137,-0.137
83.016,-0.137,-0.137,-0.137
83.023,-0.137,-0.137,-0.137
83.031,-0.137,-0.137,-0.137
83.039,-0.137,-0.137,-0.137
83.047,-0.137,-0.137,-0.137
83.055,-0.137,-0.137,-0.137
83.063,-0.137,-0.137,-0.137
83.07,-0.137,-0.137,-0.137
83.078,-0.137,-0.137,-0.137
83.086,-0.137,-0.137,-0.137
83.094,-0.137,-0.137,-0.137
83.102,-0.137,-0.137,-0.137
83.109,-0.137,-0.137,-0.137
83.117,-0.137,-0.137,-0.137
83.125,-0.137,-0.137,-0.137
83.133,-0.137,-0.137,-0.137
83.141,-0.137,-0.137,-0.137
83.148,-0.137,-0.137,-0.137
83.156,-0.137,-0.137,-0.137
83.164,-0.137,-0.137,-0.137
83.172,-0.137,-0.137,-0.137
83.18,-0.137,-0.137,-0.137
83.188,-0.137,-0.137,-0.137
83.195,-0.137,-0.137,-0.137
83.203,-0.137,-0.137,-0.137
83.211,-0.137,-0.137,-0.137
83.219,-0.137,-0.137,-0.137
83.227,-0.137,-0.137,-0.137
83.234,-0.137,-0.137,-0.137
83.242,-0.137,-0.137,-0.137
83.25,-0.137,-0.137,-0.137
83.258,-0.137,-0.137,-0.137
83.266,-0.137,-0.137,-0.137
83.273,-0.137,-0.137,-0.137
83.281,-0.137,-0.137,-0.137
83.289,-0.137,-0.137,-0.137
83.297,-0.137,-0.137,-0.137
83.305,-0.137,-0.137,-0.137
83.313,-0.137,-0.137,-0.137
83.32,-0.137,-0.137,-0.137
83.328,-0.137,-0.137,-0.137
83.336,-0.137,-0.137,-0.137
83.344,-0.137,-0.137,-0.137
83.352,-0.137,-0.137,-0.137
83.359,-0.137,-0.137,-0.137
83.367,-0.137,-0.137,-0.137
83.375,-0.137,-0.137,-0.137
83.383,-0.137,-0.137,-0.137
83.391,-0.137,-0.137,-0.137
83.398,-0.137,-0.137,-0.137
83.406,-0.137,-0.137,-0.137
83.414,-0.137,-0.137,-0.137
83.422,-0.137,-0.137,-0.137
83.43,0.078,0.078,0.078
83.438,0.627,0.627,0.627
83.445,0.765,0.765,0.765
83.453,0.804,0.804,0.804
83.461,0.804,0.804,0.804
83.469,0.804,0.804,0.804
83.477,0.804,0.804,0.804
83.484,0.804,0.804,0.804
83.492,0.804,0.804,0.804
83.5,0.804,0.804,0.804
83.508,0.804,0.804,0.804
83.516,0.804,0.804,0.804
83.523,0.804,0.804,0.804
83.531,0.804,0.804,0.804
83.539,0.804,0.804,0.804
83.547,0.804,0.804,0.804
83.555,0.804,0.804,0.804
83.563,0.804,0.804,0.804
83.57,0.569,0.569,0.569
83.578,0.02,0.02,0.02
83.586,-0.098,-0.098,-0.098
83.594,-0.137,-0.137,-0.137
83.602,-0.137,-0.137,-0.137
83.609,-0.137,-0.137,-0.137
83.617,-0.137,-0.137,-0.137
83.625,-0.137,-0.137,-0.137
83.633,-0.137,-0.137,-0.137
83.641,-0.137,-0.137,-0.137
83.648,-0.137,-0.137,-0.137
83.656,-0.137,-0.137,-0.137
83.664,-0.137,-0.137,-0.137
83.672,-0.137,-0.137,-0.137
83.68,-0.137,-0.137,-0.137
83.688,-0.137,-0.137,-0.137
83.695,-0.137,-0.137,-0.137
83.703,-0.137,-0.137,-0.137
83.711,-0.137,-0.137,-0.137
83.719,-0.137,-0.137,-0.137
83.727,-0.137,-0.137,-0.137
83.734,-0.137,-0.137,-0.137
83.742,-0.137,-0.137,-0.137
83.75,-0.137,-0.137,-0.137
83.758,-0.137,-0.137,-0.137
83.766,-0.137,-0.137,-0.137
83.773,-0.137,-0.137,-0.137
83.781,-0.137,-0.137,-0.137
83.789,-0.137,-0.137,-0.137
83.797,-0.137,-0.137,-0.137
83.805,-0.137,-0.137,-0.137
83.813,-0.137,-0.137,-0.137
83.82,-0.137,-0.137,-0.137
83.828,-0.137,-0.137,-0.137
83.836,-0.137,-0.137,-0.137
83.844,-0.137,-0.137,-0.137
83.852,-0.137,-0.137,-0.137
83.859,-0.137,-0.137,-0.137
83.867,-0.137,-0.137,-0.137
83.875,-0.137,-0.137,-0.137
83.883,-0.137,-0.137,-0.137
83.891,-0.137,-0.137,-0.137
83.898,-0.137,-0.137,-0.137
83.906,-0.137,-0.137,-0.137
83.914,-0.137,-0.137,-0.137
83.922,-0.137,-0.137,-0.137
83.93,-0.137,-0.137,-0.137
83.938,-0.137,-0.137,-0.137
83.945,-0.137,-0.137,-0.137
83.953,-0.137,-0.137,-0.137
83.961,-0.137,-0.137,-0.137
83.969,-0.137,-0.137,-0.137
83.977,-0.137,-0.137,-0.137
83.984,-0.137,-0.137,-0.137
83.992,-0.137,-0.137,-0.137
84,-0.137,-0.137,-0.137
84.008,-0.137,-0.137,-0.137
84.016,-0.137,-0.137,-0.137
84.023,-0.137,-0.137,-0.137
84.031,-0.137,-0.137,-0.137
84.039,-0.137,-0.137,-0.137
84.047,-0.137,-0.137,-0.137
84.055,-0.137,-0.137,-0.137
84.063,-0.137,-0.137,-0.137
84.07,-0.137,-0.137,-0.137
84.078,-0.137,-0.137,-0.137
84.086,-0.137,-0.137,-0.137
84.094,-0.137,-0.137,-0.137
84.102,-0.137,-0.137,-0.137
84.109,-0.137,-0.137,-0.137
84.117,-0.137,-0.137,-0.137
84.125,-0.137,-0.137,-0.137
84.133,-0.137,-0.137,-0.137
84.141,-0.137,-0.137,-0.137
84.148,-0.137,-0.137,-0.137
84.156,-0.137,-0.137,-0.137
84.164,-0.137,-0.137,-0.137
84.172,-0.137,-0.137,-0.137
84.18,-0.137,-0.137,-0.137
84.188,-0.137,-0.137,-0.137
84.195,-0.137,-0.137,-0.137
84.203,-0.137,-0.137,-0.137
84.211,-0.137,-0.137,-0.137
84.219,-0.137,-0.137,-0.137
84.227,-0.137,-0.137,-0.137
84.234,-0.137,-0.137,-0.137
84.242,-0.137,-0.137,-0.137
84.25,-0.137,-0.137,-0.137
84.258,-0.137,-0.137,-0.137
84.266,-0.137,-0.137,-0.137
84.273,-0.137,-0.137,-0.137
84.281,-0.137,-0.137,-0.137
84.289,-0.137,-0.137,-0.137
84.297,-0.137,-0.137,-0.137
84.305,-0.137,-0.137,-0.137
84.313,-0.137,-0.137,-0.137
84.32,-0.137,-0.137,-0.137
84.328,-0.137,-0.137,-0.137
84.336,-0.137,-0.137,-0.137
84.344,-0.137,-0.137,-0.137
84.352,-0.137,-0.137,-0.137
84.359,-0.137,-0.137,-0.137
84.367,-0.137,-0.137,-0.137
84.375,-0.137,-0.137,-0.137
84.383,-0.137,-0.137,-0.137
84.391,-0.137,-0.137,-0.137
84.398,-0.137,-0.137,-0.137
84.406,-0.137,-0.137,-0.137
84.414,-0.137,-0.137,-0.137
84.422,-0.137,-0.137,-0.137
84.43,0.078,0.078,0.078
84.438,0.627,0.627,0.627
84.445,0.765,0.765,0.765
84.453,0.804,0.804,0.804
84.461,0.804,0.804,0.804
84.469,0.804,0.804,0.804
84.477,0.804,0.804,0.804
84.484,0.804,0.804,0.804
84.492,0.804,0.804,0.804
84.5,0.804,0.804,0.804
84.508,0.804,0.804,0.804
84.516,0.804,0.804,0.804
84.523,0.804,0.804,0.804
84.531,0.804,0.804,0.804
84.539,0.804,0.804,0.804
84.547,0.804,0.804,0.804
84.555,0.804,0.804,0.804
84.563,0.804,0.804,0.804
84.57,0.569,0.569,0.569
84.578,0.02,0.02,0.02
84.586,-0.098,-0.098,-0.098
84.594,-0.137,-0.137,-0.137
84.602,-0.137,-0.137,-0.137
84.609,-0.137,-0.137,-0.137
84.617,-0.137,-0.137,-0.137
84.625,-0.137,-0.137,-0.137
84.633,-0.137,-0.137,-0.137
84.641,-0.137,-0.137,-0.137
84.648,-0.137,-0.137,-0.137
84.656,-0.137,-0.137,-0.137
84.664,-0.137,-0.137,-0.137
84.672,-0.137,-0.137,-0.137
84.68,-0.137,-0.137,-0.137
84.688,-0.137,-0.137,-0.137
84.695,-0.137,-0.137,-0.137
84.703,-0.137,-0.137,-0.137
84.711,-0.137,-0.137,-0.137
84.719,-0.137,-0.137,-0.137
84.727,-0.137,-0.137,-0.137
84.734,-0.137,-0.137,-0.137
84.742,-0.137,-0.137,-0.137
84.75,-0.137,-0.137,-0.137
84.758,-0.137,-0.137,-0.137
84.766,-0.137,-0.137,-0.137
84.773,-0.137,-0.137,-0.137
84.781,-0.137,-0.137,-0.137
84.789,-0.137,-0.137,-0.137
84.797,-0.137,-0.137,-0.137
84.805,-0.137,-0.137,-0.137
84.813,-0.137,-0.137,-0.137
84.82,-0.137,-0.137,-0.137
84.828,-0.137,-0.137,-0.137
84.836,-0.137,-0.137,-0.137
84.844,-0.137,-0.137,-0.137
84.852,-0.137,-0.137,-0.137
84.859,-0.137,-0.137,-0.137
84.867,-0.137,-0.137,-0.137
84.875,-0.137,-0.137,-0.137
84.883,-0.137,-0.137,-0.137
84.891,-0.137,-0.137,-0.137
84.898,-0.137,-0.137,-0.137
84.906,-0.137,-0.137,-0.137
84.914,-0.137,-0.137,-0.137
84.922,-0.137,-0.137,-0.137
84.93,-0.137,-0.137,-0.137
84.938,-0.137,-0.137,-0.137
84.945,-0.137,-0.137,-0.137
84.953,-0.137,-0.137,-0.137
84.961,-0.137,-0.137,-0.137
84.969,-0.137,-0.137,-0.137
84.977,-0.137,-0.137,-0.137
84.984,-0.137,-0.137,-0.137
84.992,-0.137,-0.137,-0.137
85,-0.137,-0.137,-0.137
85.008,-0.137,-0.137,-0.137
85.016,-0.137,-0.137,-0.137
85.023,-0.137,-0.137,-0.137
85.031,-0.137,-0.137,-0.137
85.039,-0.137,-0.137,-0.137
85.047,-0.137,-0.137,-0.137
85.055,-0.137,-0.137,-0.137
85.063,-0.137,-0.137,-0.137
85.07,-0.137,-0.137,-0.137
85.078,-0.137,-0.137,-0.137
85.086,-0.137,-0.137,-0.137
85.094,-0.137,-0.137,-0.137
85.102,-0.137,-0.137,-0.137
85.109,-0.137,-0.137,-0.137
85.117,-0.137,-0.137,-0.137
85.125,-0.137,-0.137,-0.137
85.133,-0.137,-0.137,-0.137
85.141,-0.137,-0.137,-0.137
85.148,-0.137,-0.137,-0.137
85.156,-0.137,-0.137,-0.137
85.164,-0.137,-0.137,-0.137
85.172,-0.137,-0.137,-0.137
85.18,-0.137,-0.137,-0.137
85.188,-0.137,-0.137,-0.137
85.195,-0.137,-0.137,-0.137
85.203,-0.137,-0.137,-0.137
85.211,-0.137,-0.137,-0.137
85.219,-0.137,-0.137,-0.137
85.227,-0.137,-0.137,-0.137
85.234,-0.137,-0.137,-0.137
85.242,-0.137,-0.137,-0.137
85.25,-0.137,-0.137,-0.137
85.258,-0.137,-0.137,-0.137
85.266,-0.137,-0.137,-0.137
85.273,-0.137,-0.137,-0.137
85.281,-0.137,-0.137,-0.137
85.289,-0.137,-0.137,-0.137
85.297,-0.137,-0.137,-0.137
85.305,-0.137,-0.137,-0.137
85.313,-0.137,-0.137,-0.137
85.32,-0.137,-0.137,-0.137
85.328,-0.137,-0.137,-0.137
85.336,-0.137,-0.137,-0.137
85.344,-0.137,-0.137,-0.137
85.352,-0.137,-0.137,-0.137
85.359,-0.137,-0.137,-0.137
85.367,-0.137,-0.137,-0.137
85.375,-0.137,-0.137,-0.137
85.383,-0.137,-0.137,-0.137
85.391,-0.137,-0.137,-0.137
85.398,-0.137,-0.137,-0.137
85.406,-0.137,-0.137,-0.137
85.414,-0.137,-0.137,-0.137
85.422,-0.137,-0.137,-0.137
85.43,0.078,0.078,0.078
85.438,0.627,0.627,0.627
85.445,0.765,0.765,0.765
85.453,0.804,0.804,0.804
85.461,0.804,0.804,0.804
85.469,0.804,0.804,0.804
85.477,0.804,0.804,0.804
85.484,0.804,0.804,0.804
85.492,0.804,0.804,0.804
85.5,0.804,0.804,0.804
85.508,0.804,0.804,0.804
85.516,0.804,0.804,0.804
85.523,0.804,0.804,0.804
85.531,0.804,0.804,0.804
85.539,0.804,0.804,0.804
85.547,0.804,0.804,0.804
85.555,0.804,0.804,0.804
85.563,0.804,0.804,0.804
85.57,0.569,0.569,0.569
85.578,0.02,0.02,0.02
85.586,-0.098,-0.098,-0.098
85.594,-0.137,-0.137,-0.137
85.602,-0.137,-0.137,-0.137
85.609,-0.137,-0.137,-0.137
85.617,-0.137,-0.137,-0.137
85.625,-0.137,-0.137,-0.137
85.633,-0.137,-0.137,-0.137
85.641,-0.137,-0.137,-0.137
85.648,-0.137,-0.137,-0.137
85.656,-0.137,-0.137,-0.137
85.664,-0.137,-0.137,-0.137
85.672,-0.137,-0.137,-0.137
85.68,-0.137,-0.137,-0.137
85.688,-0.137,-0.137,-0.137
85.695,-0.137,-0.137,-0.137
85.703,-0.137,-0.137,-0.137
85.711,-0.137,-0.137,-0.137
85.719,-0.137,-0.137,-0.137
85.727,-0.137,-0.137,-0.137
85.734,-0.137,-0.137,-0.137
85.742,-0.137,-0.137,-0.137
85.75,-0.137,-0.137,-0.137
85.758,-0.137,-0.137,-0.137
85.766,-0.137,-0.137,-0.137
85.773,-0.137,-0.137,-0.137
85.781,-0.137,-0.137,-0.137
85.789,-0.137,-0.137,-0.137
85.797,-0.137,-0.137,-0.137
85.805,-0.137,-0.137,-0.137
85.813,-0.137,-0.137,-0.137
85.82,-0.137,-0.137,-0.137
85.828,-0.137,-0.137,-0.137
85.836,-0.137,-0.137,-0.137
85.844,-0.137,-0.137,-0.137
85.852,-0.137,-0.137,-0.137
85.859,-0.137,-0.137,-0.137
85.867,-0.137,-0.137,-0.137
85.875,-0.137,-0.137,-0.137
85.883,-0.137,-0.137,-0.137
85.891,-0.137,-0.137,-0.137
85.898,-0.137,-0.137,-0.137
85.906,-0.137,-0.137,-0.137
85.914,-0.137,-0.137,-0.137
85.922,-0.137,-0.137,-0.137
85.93,-0.137,-0.137,-0.137
85.938,-0.137,-0.137,-0.137
85.945,-0.137,-0.137,-0.137
85.953,-0.137,-0.137,-0.137
85.961,-0.137,-0.137,-0.137
85.969,-0.137,-0.137,-0.137
85.977,-0.137,-0.137,-0.137
85.984,-0.137,-0.137,-0.137
85.992,-0.137,-0.137,-0.137
86,-0.137,-0.137,-0.137
86.008,-0.137,-0.137,-0.137
86.016,-0.137,-0.137,-0.137
86.023,-0.137,-0.137,-0.137
86.031,-0.137,-0.137,-0.137
86.039,-0.137,-0.137,-0.137
86.047,-0.137,-0.137,-0.137
86.055,-0.137,-0.137,-0.137
86.063,-0.137,-0.137,-0.137
86.07,-0.137,-0.137,-0.137
86.078,-0.137,-0.137,-0.137
86.086,-0.137,-0.137,-0.137
86.094,-0.137,-0.137,-0.137
86.102,-0.137,-0.137,-0.137
86.109,-0.137,-0.137,-0.137
86.117,-0.137,-0.137,-0.137
86.125,-0.137,-0.137,-0.137
86.133,-0.137,-0.137,-0.137
86.141,-0.137,-0.137,-0.137
86.148,-0.137,-0.137,-0.137
86.156,-0.137,-0.137,-0.137
86.164,-0.137,-0.137,-0.137
86.172,-0.137,-0.137,-0.137
86.18,-0.137,-0.137,-0.137
86.188,-0.137,-0.137,-0.137
86.195,-0.137,-0.137,-0.137
86.203,-0.137,-0.137,-0.137
86.211,-0.137,-0.137,-0.137
86.219,-0.137,-0.137,-0.137
86.227,-0.137,-0.137,-0.137
86.234,-0.137,-0.137,-0.137
86.242,-0.137,-0.137,-0.137
86.25,-0.137,-0.137,-0.137
86.258,-0.137,-0.137,-0.137
86.266,-0.137,-0.137,-0.137
86.273,-0.137,-0.137,-0.137
86.281,-0.137,-0.137,-0.137
86.289,-0.137,-0.137,-0.137
86.297,-0.137,-0.137,-0.137
86.305,-0.137,-0.137,-0.137
86.313,-0.137,-0.137,-0.137
86.32,-0.137,-0.137,-0.137
86.328,-0.137,-0.137,-0.137
86.336,-0.137,-0.137,-0.137
86.344,-0.137,-0.137,-0.137
86.352,-0.137,-0.137,-0.137
86.359,-0.137,-0.137,-0.137
86.367,-0.137,-0.137,-0.137
86.375,-0.137,-0.137,-0.137
86.383,-0.137,-0.137,-0.137
86.391,-0.137,-0.137,-0.137
86.398,-0.137,-0.137,-0.137
86.406,-0.137,-0.137,-0.137
86.414,-0.137,-0.137,-0.137
86.422,-0.137,-0.137,-0.137
86.43,0.078,0.078,0.078
86.438,0.627,0.627,0.627
86.445,0.765,0.765,0.765
86.453,0.804,0.804,0.804
86.461,0.804,0.804,0.804
86.469,0.804,0.804,0.804
86.477,0.804,0.804,0.804
86.484,0.804,0.804,0.804
86.492,0.804,0.804,0.804
86.5,0.804,0.804,0.804
86.508,0.804,0.804,0.804
86.516,0.804,0.804,0.804
86.523,0.804,0.804,0.804
86.531,0.804,0.804,0.804
86.539,0.804,0.804,0.804
86.547,0.804,0.804,0.804
86.555,0.804,0.804,0.804
86.563,0.804,0.804,0.804
