time(sec),ch1,ch2,ch3
672.461,2.471,0.686,-0.529
672.469,2.471,-1.373,1.725
672.477,2.471,-0.882,1.039
672.484,2.471,0.431,-0.373
672.492,2.471,-0.451,0.51
672.5,2.471,1.49,-1.745
672.508,2.471,0.49,-1.059
672.516,2.471,-0.549,0.353
672.523,2.471,0.314,-0.529
672.531,2.471,-1.647,1.725
672.539,2.471,-0.843,1.039
672.547,2.471,0.196,-0.373
672.555,2.471,-0.529,0.51
672.563,2.471,0.569,-0.49
672.57,2.471,-0.314,0.49
672.578,2.471,1.745,-1.745
672.586,2.471,1.02,-1.059
672.594,2.471,-0.294,0.353
672.602,2.471,0.549,-0.529
672.609,2.471,-1.529,1.725
672.617,2.471,-1,1.039
672.625,2.471,0.353,-0.373
672.633,2.471,-0.353,0.51
672.641,2.471,0.549,-1.745
672.648,2.471,-0.549,-1.059
672.656,2.471,1.255,0.353
672.664,2.471,0.863,-0.529
672.672,2.471,-0.314,0.471
672.68,2.471,0.627,-0.51
672.688,2.471,-1.118,1.725
672.695,2.471,-0.882,1.039
672.703,2.471,0.255,-0.373
672.711,2.471,-0.49,0.51
672.719,2.471,1.314,-1.745
672.727,2.471,0.588,-1.059
672.734,2.471,-0.49,0.353
672.742,2.471,0.275,-0.529
672.75,2.471,-1.804,1.725
672.758,2.471,-1.157,1.039
672.766,2.471,0.235,-0.373
672.773,2.471,-0.431,0.51
672.781,2.471,0.529,-0.49
672.789,2.471,-0.471,0.49
672.797,2.471,1.529,-1.745
672.805,2.471,1.039,-1.059
672.813,2.471,-0.176,0.353
672.82,2.471,0.843,-0.529
672.828,2.471,-1,1.725
672.836,2.471,-0.706,1.039
672.844,2.471,0.412,-0.373
672.852,2.471,-0.412,0.51
672.859,2.471,1.451,-1.745
672.867,2.471,0.627,-1.059
672.875,2.471,-0.412,0.353
672.883,2.471,0.431,-0.529
672.891,2.471,-1.412,1.725
672.898,2.471,-0.686,1.039
672.906,2.471,0.353,-0.373
672.914,2.471,-0.49,0.51
672.922,2.471,0.451,-0.49
672.93,2.471,-0.373,0.49
672.938,2.471,1.608,-1.745
672.945,2.471,1.02,-1.059
672.953,2.471,-0.196,0.353
672.961,2.471,0.667,-0.529
672.969,2.471,-1.157,1.725
672.977,2.471,-0.686,1.039
672.984,2.471,0.431,-0.373
672.992,2.471,-0.353,0.51
673,2.471,1.333,-1.745
673.008,2.471,0.451,-1.059
673.016,2.471,-0.431,0.353
673.023,2.471,0.216,-0.529
673.031,2.471,-0.549,1.725
673.039,2.471,0.353,1.039
673.047,2.471,-1.216,-0.373
673.055,2.471,-0.765,0.51
673.063,2.471,0.294,-0.49
673.07,2.471,-0.588,0.49
673.078,2.471,1.118,-1.745
673.086,2.471,0.588,-1.059
673.094,2.471,-0.235,0.353
673.102,2.471,0.49,-0.529
673.109,2.471,-1.275,1.725
673.117,2.471,-0.804,1.039
673.125,2.471,0.333,-0.373
673.133,2.471,-0.216,0.51
673.141,2.471,0.529,-1.745
673.148,2.471,-0.314,-1.059
673.156,2.471,1.078,0.353
673.164,2.471,0.784,-0.529
673.172,2.471,-0.118,0.471
673.18,2.471,0.569,-0.51
673.188,2.471,-0.843,1.725
673.195,2.471,-0.667,1.039
673.203,2.471,0.255,-0.373
673.211,2.471,-0.451,0.51
673.219,2.471,0.745,-1.745
673.227,2.471,0.275,-1.059
673.234,2.471,-0.333,0.353
673.242,2.471,0.176,-0.529
673.25,2.471,-1.137,1.725
673.258,2.471,-0.706,1.039
673.266,2.471,0.157,-0.373
673.273,2.471,-0.235,0.51
673.281,2.471,0.255,-0.49
673.289,2.471,-0.314,0.49
673.297,2.471,0.882,-1.745
673.305,2.471,0.51,-1.059
673.313,2.471,-0.294,0.353
673.32,2.471,0.333,-0.529
673.328,2.471,-0.588,1.725
673.336,2.471,-0.333,1.039
673.344,2.471,0.373,-0.373
673.352,2.471,-0.118,0.51
673.359,2.471,0.255,-1.745
673.367,2.471,-0.333,-1.059
673.375,2.471,0.431,0.353
673.383,2.471,0.333,-0.529
673.391,2.471,-0.137,1.725
673.398,2.471,0.275,1.039
673.406,2.471,-0.431,-0.373
673.414,2.471,-0.059,0.51
673.422,2.471,0.647,-0.49
673.43,2.471,0.49,0.49
673.438,2.471,1.196,-1.745
673.445,2.471,0.961,-1.059
673.453,2.471,1.647,0.353
673.461,2.471,1.686,-0.529
673.469,2.471,1.333,1.725
673.477,2.471,0.824,1.039
673.484,2.471,-0.078,-0.373
673.492,2.471,-0.059,0.51
673.5,2.471,-0.608,-0.49
673.508,2.471,-0.529,0.49
673.516,2.471,-0.196,-1.745
673.523,2.471,-0.255,-1.059
673.531,2.471,0.118,1.588
673.539,2.471,0.02,1
673.547,2.471,-0.255,-0.373
673.555,2.471,0,0.51
673.563,2.471,-0.059,-0.49
673.57,2.471,0.196,0.49
673.578,2.471,-0.157,-1.745
673.586,2.471,-0.392,-1.059
673.594,2.471,-0.431,0.353
673.602,2.471,-0.569,-0.529
673.609,2.471,0.098,1.725
673.617,2.471,0,1.039
673.625,2.471,-0.745,-0.373
673.633,2.471,-0.353,0.51
673.641,2.471,0.098,-0.49
673.648,2.471,-0.137,0.49
673.656,2.471,-0.137,-1.745
673.664,2.471,-0.373,-1.059
673.672,2.471,0.51,0.353
673.68,2.471,0.412,-0.529
673.688,2.471,-0.118,1.725
673.695,2.471,-0.235,1.039
673.703,2.471,-0.686,-0.373
673.711,2.471,-0.451,0.51
673.719,2.471,-0.059,-1.745
673.727,2.471,-0.059,-1.059
673.734,2.471,0.392,0.353
673.742,2.471,0.098,-0.529
673.75,2.471,-0.275,1.725
673.758,2.471,-0.039,1.039
673.766,2.471,-0.137,-0.373
673.773,2.471,0.039,0.51
673.781,2.471,-0.549,-0.49
673.789,2.471,-0.765,0.49
673.797,2.471,-1.137,-1.745
673.805,2.471,-1.235,-1.059
673.813,2.471,-0.667,0.353
673.82,2.471,-0.608,-0.529
673.828,2.471,-0.902,1.725
673.836,2.471,-0.314,1.039
673.844,2.471,0.294,-0.373
673.852,2.471,-0.216,0.51
673.859,2.471,-0.647,-1.745
673.867,2.471,-0.294,-1.059
673.875,2.471,0.941,0.353
673.883,2.471,0.745,-0.529
673.891,2.471,0,1.725
673.898,2.471,0.216,1.039
673.906,2.471,0.059,-0.373
673.914,2.471,0.451,0.51
673.922,2.471,-0.157,-0.49
673.93,2.471,-0.059,0.49
673.938,2.471,0.725,-1.745
673.945,2.471,0.667,-1.059
673.953,2.471,0.451,0.353
673.961,2.471,0.667,-0.529
673.969,2.471,0.471,1.725
673.977,2.471,0.608,1.039
673.984,2.471,0.353,-0.373
673.992,2.471,0.725,0.51
674,2.471,1.235,-0.49
674.008,2.471,1,0.49
674.016,2.471,0.863,-1.745
674.023,2.471,0.392,-1.059
674.031,2.471,0.941,1.588
674.039,2.471,0.804,1
674.047,2.471,0.314,-0.373
674.055,2.471,0.333,0.51
674.063,2.471,-0.137,-0.49
674.07,2.471,0.059,0.49
674.078,2.471,0.255,-1.745
674.086,2.471,0,-1.059
674.094,2.471,0.588,0.353
674.102,2.471,0.451,-0.529
674.109,2.471,0.098,1.725
674.117,2.471,-0.039,1.039
674.125,2.471,-0.549,-0.373
674.133,2.471,-0.157,0.51
674.141,2.471,0.137,-0.49
674.148,2.471,-0.059,0.49
674.156,2.471,0.176,-1.745
674.164,2.471,0.137,-1.059
674.172,2.471,0.902,0.353
674.18,2.471,0.725,-0.529
674.188,2.471,0,1.725
674.195,2.471,-0.275,1.039
674.203,2.471,-0.922,-0.373
674.211,2.471,-0.667,0.51
674.219,2.471,-0.333,-1.745
674.227,2.471,-0.588,-1.059
674.234,2.471,-0.333,0.353
674.242,2.471,-0.373,-0.529
674.25,2.471,0.333,1.725
674.258,2.471,0.471,1.039
674.266,2.471,0.294,-0.373
674.273,2.471,0.294,0.51
674.281,2.471,-0.49,-0.49
674.289,2.471,-0.373,0.49
674.297,2.471,-0.02,-1.745
674.305,2.471,-0.137,-1.059
674.313,2.471,0.392,0.353
674.32,2.471,0.235,-0.529
674.328,2.471,-0.059,1.725
674.336,2.471,0.039,1.039
674.344,2.471,-0.392,-0.373
674.352,2.471,-0.255,0.51
674.359,2.471,-0.784,-1.745
674.367,2.471,-0.765,-1.059
674.375,2.471,-0.588,0.353
674.383,2.471,-0.882,-0.529
674.391,2.471,-0.745,1.725
674.398,2.471,-0.667,1.039
674.406,2.471,0.333,-0.373
674.414,2.471,0.49,0.51
674.422,2.471,-0.667,-0.49
674.43,2.471,-0.941,0.49
674.438,2.471,-0.686,-1.745
674.445,2.471,-0.392,-1.059
674.453,2.471,0.353,0.353
674.461,2.471,0.02,-0.529
674.469,2.471,-0.333,1.725
674.477,2.471,0.196,1.039
674.484,2.471,0.039,-0.373
674.492,2.471,0.059,0.51
674.5,2.471,-0.549,-0.49
674.508,2.471,-0.353,0.49
674.516,2.471,0.235,-1.745
674.523,2.471,-0.216,-1.059
674.531,2.471,-0.647,0.353
674.539,2.471,-0.686,-0.529
674.547,2.471,-0.941,1.725
674.555,2.471,-0.549,1.039
674.563,2.471,-0.706,-0.373
674.57,2.471,-0.137,0.51
674.578,2.471,0.294,-1.745
674.586,2.471,-0.412,-1.059
674.594,2.471,0.196,0.353
674.602,2.471,0.02,-0.529
674.609,2.471,-0.196,1.725
674.617,2.471,-0.02,1.039
674.625,2.471,-0.529,-0.373
674.633,2.471,-0.255,0.51
674.641,2.471,-0.627,-0.49
674.648,2.471,-0.49,0.49
674.656,2.471,-0.255,-1.745
674.664,2.471,-0.353,-1.059
674.672,2.471,0.196,0.353
674.68,2.471,0,-0.529
674.688,2.471,-0.353,1.725
674.695,2.471,-0.118,1.039
674.703,2.471,-0.373,-0.373
674.711,2.471,-0.098,0.51
674.719,2.471,-0.549,-1.745
674.727,2.471,-0.412,-1.059
674.734,2.471,0.235,0.353
674.742,2.471,0.059,-0.529
674.75,2.471,-0.137,1.725
674.758,2.471,-0.098,1.039
674.766,2.471,-0.588,-0.373
674.773,2.471,-0.51,0.51
674.781,2.471,-1.059,-0.49
674.789,2.471,-0.922,0.49
674.797,2.471,-0.667,-1.745
674.805,2.471,-0.863,-1.059
674.813,2.471,-0.275,0.353
674.82,2.471,-0.392,-0.529
674.828,2.471,-0.745,1.725
674.836,2.471,-0.627,1.039
674.844,2.471,-0.745,-0.373
674.852,2.471,-0.569,0.51
674.859,2.471,-0.922,-1.745
674.867,2.471,-0.941,-1.059
674.875,2.471,-0.49,0.353
674.883,2.471,-0.569,-0.529
674.891,2.471,-0.745,1.725
674.898,2.471,-0.608,1.039
674.906,2.471,-1.059,-0.373
674.914,2.471,-0.745,0.51
674.922,2.471,-0.569,-0.49
674.93,2.471,-1.196,0.49
674.938,2.471,-0.275,-1.745
674.945,2.471,-0.294,-1.059
674.953,2.471,0.196,0.353
674.961,2.471,0,-0.529
674.969,2.471,0.039,1.725
674.977,2.471,0.686,1.039
674.984,2.471,0.235,-0.373
674.992,2.471,0.824,0.51
675,2.471,-1,-0.49
675.008,2.471,-0.804,0.49
675.016,2.471,-0.51,-1.745
675.023,2.471,-0.255,-1.059
675.031,2.471,0.882,1.588
675.039,2.471,0.765,1
675.047,2.471,-0.02,-0.373
675.055,2.471,-0.216,0.51
675.063,2.471,-0.706,-0.49
675.07,2.471,-0.51,0.49
675.078,2.471,-0.196,-1.745
675.086,2.471,-0.529,-1.059
675.094,2.471,-0.118,0.353
675.102,2.471,0.608,-0.529
675.109,2.471,2.02,1.725
675.117,2.471,2.373,1.039
675.125,2.471,2.451,-0.373
675.133,2.471,2.471,0.51
675.141,2.471,2.471,-0.51
675.148,2.471,2.471,0.451
675.156,2.471,2.353,-1.765
675.164,2.471,2.196,-1.922
675.172,2.471,2.412,-1.549
675.18,2.471,2.216,-2.255
675.188,2.471,1.843,-2.235
675.195,2.471,1.843,-2.02
675.203,2.471,1.333,-2.02
675.211,2.471,1.137,-1.667
675.219,2.471,0.627,-2.294
675.227,2.471,0.373,-1.902
675.234,2.471,0.176,-1.275
675.242,2.471,-0.078,-1.431
675.25,2.471,-0.431,0
675.258,2.471,-0.137,-0.451
675.266,2.471,0.157,-1.255
675.273,2.471,0.412,-0.608
675.281,2.471,0.627,-1.02
675.289,2.471,0.216,-0.373
675.297,2.471,0.255,-1.471
675.305,2.471,-0.02,-1.098
675.313,2.471,-0.451,-0.235
675.32,2.471,-0.529,-0.51
675.328,2.471,-0.804,0.824
675.336,2.471,-0.647,0.686
675.344,2.471,-0.294,0.02
675.352,2.471,-0.333,0.157
675.359,2.471,-0.137,-0.412
675.367,2.471,-0.118,0
675.375,2.471,0.314,-0.725
675.383,2.471,0.196,-0.549
675.391,2.471,-0.373,0.549
675.398,2.471,-0.294,0.314
675.406,2.471,-0.078,-0.078
675.414,2.471,-0.039,0.039
675.422,2.471,0.176,-0.353
675.43,2.471,-0.02,0.078
675.438,2.471,0.137,-0.588
675.445,2.471,0.02,-0.275
675.453,2.471,-0.098,0.176
675.461,2.471,-0.098,-0.059
675.469,2.471,-0.471,0.725
675.477,2.471,-0.412,0.49
675.484,2.471,-0.275,0.02
675.492,2.471,-0.373,0.314
675.5,2.471,-0.235,0
675.508,2.471,-0.294,0.275
675.516,2.471,-0.039,-0.353
675.523,2.471,-0.098,-0.216
675.531,2.471,-0.196,0.235
675.539,2.471,-0.059,-0.02
675.547,2.471,-0.294,0.706
675.555,2.471,-0.235,0.569
675.563,2.471,-0.039,0.098
675.57,2.471,-0.098,0.216
675.578,2.471,0.02,-0.353
675.586,2.471,-0.098,-0.02
675.594,2.471,-0.294,0.333
675.602,2.471,-0.294,0.118
675.609,2.471,-0.529,0.686
675.617,2.471,-0.451,0.451
675.625,2.471,-0.235,0.02
675.633,2.471,-0.176,0.137
675.641,2.471,-0.059,-0.118
675.648,2.471,-0.216,0.196
675.656,2.471,-0.098,-0.235
675.664,2.471,-0.176,-0.059
675.672,2.471,-0.314,0.275
675.68,2.471,-0.235,0.02
675.688,2.471,-0.392,0.49
675.695,2.471,-0.373,0.294
675.703,2.471,-0.235,-0.039
675.711,2.471,-0.235,0.118
675.719,2.471,-0.059,-0.078
675.727,2.471,-0.098,0.294
675.734,2.471,-0.196,-0.039
675.742,2.471,-0.176,-0.039
675.75,2.471,-0.196,0.039
675.758,2.471,-0.157,-0.314
675.766,2.471,-0.333,0.431
675.773,2.471,-0.353,0.275
675.781,2.471,-0.255,-0.118
675.789,2.471,-0.275,0.235
675.797,2.471,-0.176,-0.059
675.805,2.471,-0.216,0.118
675.813,2.471,-0.294,0.294
675.82,2.471,-0.294,-0.039
675.828,2.471,-0.392,0.176
675.836,2.471,-0.333,0
675.844,2.471,-0.196,0.471
675.852,2.471,-0.176,0.333
675.859,2.471,-0.039,0.118
675.867,2.471,-0.196,0.412
675.875,2.471,-0.451,0.059
675.883,2.471,-0.471,0.118
675.891,2.471,-0.471,0.314
675.898,2.471,-0.431,0.078
675.906,2.471,-0.608,0.529
675.914,2.471,-0.51,0.294
675.922,2.471,-0.216,0
675.93,2.471,-0.255,0.216
675.938,2.471,-0.353,-0.137
675.945,2.471,-0.392,0.118
675.953,2.471,-0.51,0.353
675.961,2.471,-0.451,0.176
675.969,2.471,-0.588,0.412
675.977,2.471,-0.529,0.157
675.984,2.471,-0.412,0.549
675.992,2.471,-0.392,0.333
676,2.471,-0.235,0.157
676.008,2.471,-0.255,0.412
676.016,2.471,-0.314,-0.02
676.023,2.471,-0.275,0.078
676.031,2.471,-0.373,0.373
676.039,2.471,-0.235,0.098
676.047,2.471,-0.039,0.275
676.055,2.471,-0.059,0.059
676.063,2.471,-0.216,0.569
676.07,2.471,-0.255,0.373
676.078,2.471,-0.039,-0.02
676.086,2.471,-0.059,0.196
676.094,2.471,-0.176,-0.059
676.102,2.471,-0.196,0.059
676.109,2.471,-0.294,0.314
676.117,2.471,-0.196,0.059
676.125,2.471,-0.059,0.255
676.133,2.471,-0.039,0
676.141,2.471,0,0.431
676.148,2.471,-0.02,0.353
676.156,2.471,0.059,0.02
676.164,2.471,0.098,0.157
676.172,2.471,0.176,-0.412
676.18,2.471,0.216,-0.49
676.188,2.471,0.157,-0.275
676.195,2.471,0.216,-0.314
676.203,2.471,0.314,0.176
676.211,2.471,0.176,0
676.219,2.471,0.176,-0.255
676.227,2.471,0.196,-0.098
676.234,2.471,0.333,-0.745
676.242,2.471,0.412,-0.667
676.25,2.471,0.49,-0.314
676.258,2.471,0.49,-0.431
676.266,2.471,0.412,-0.137
676.273,2.471,0.471,-0.431
676.281,2.471,0.627,0.02
676.289,2.471,0.706,-0.118
676.297,2.471,0.824,-0.353
676.305,2.471,0.843,-0.098
676.313,2.471,0.922,-0.588
676.32,2.471,0.824,-0.431
676.328,2.471,0.588,-0.137
676.336,2.471,0.51,-0.392
676.344,2.471,0.431,-0.118
676.352,2.471,0.392,-0.353
676.359,2.471,0.235,0.216
676.367,2.471,0.098,0.333
676.375,2.471,-0.059,0.059
676.383,2.471,0,0.235
676.391,2.471,0.235,-0.431
676.398,2.471,0.333,-0.373
676.406,2.471,0.333,0.02
676.414,2.471,0.137,-0.078
676.422,2.471,-0.275,0.569
676.43,2.471,0.137,0.275
676.438,2.471,0.627,-0.275
676.445,2.471,0.608,-0.118
676.453,2.471,0.902,-1
676.461,2.471,0.961,-0.961
676.469,2.471,0.49,-0.549
676.477,2.471,-0.137,-0.627
676.484,2.471,-1.176,0.157
676.492,2.471,-0.98,-0.039
676.5,2.471,-0.02,-0.373
676.508,2.471,-0.078,0.039
676.516,2.471,-0.686,0.196
676.523,2.471,-0.922,0.588
676.531,2.471,-1.02,-0.02
676.539,2.471,-0.353,-0.314
676.547,2.471,0.863,-0.961
676.555,2.471,1.196,-0.922
676.563,2.471,0.314,-0.392
676.57,2.471,-0.196,-0.471
676.578,2.471,0.412,-1.078
676.586,2.471,0.451,-0.941
676.594,2.471,0.235,-0.647
676.602,2.471,0.804,-0.529
676.609,2.471,1.333,-0.078
676.617,2.471,0.902,-0.137
676.625,2.471,-0.039,0.353
676.633,2.471,-0.02,0.078
676.641,2.471,0.373,0.745
676.648,2.471,-0.098,0.529
676.656,2.471,-0.569,-0.549
676.664,2.471,0.176,-0.706
676.672,2.471,1.039,-0.216
676.68,2.471,1.137,-0.235
676.688,2.471,0.627,-1.275
676.695,2.471,0.098,-1.196
676.703,2.471,-0.882,-0.333
676.711,2.471,-0.804,-0.392
676.719,2.471,-0.118,0.275
676.727,2.471,0,0.686
676.734,2.471,-0.078,0.255
676.742,2.471,-0.353,0.686
676.75,2.471,-0.922,1.196
676.758,2.471,-0.627,0.784
676.766,2.471,-0.039,1.059
676.773,2.471,-0.196,0.725
676.781,2.471,0.059,1.392
676.789,2.471,0.275,1.039
676.797,2.471,1,0.333
676.805,2.471,0.922,0.51
676.813,2.471,0.549,-0.451
676.82,2.471,0.529,-0.627
676.828,2.471,0.078,-0.216
676.836,2.471,0.216,-0.412
676.844,2.471,0.627,-0.078
676.852,2.471,0.176,-0.392
676.859,2.471,-0.333,0.373
676.867,2.471,-0.373,0.471
676.875,2.471,0.216,-0.02
676.883,2.471,0.353,0.118
676.891,2.471,0.176,-0.765
676.898,2.471,0.471,-0.745
676.906,2.471,0.765,-0.529
676.914,2.471,0.784,-1.176
676.922,2.471,1.176,-0.51
676.93,2.471,0.784,-0.824
676.938,2.471,0.49,-1.647
676.945,2.471,0.294,-1.216
676.953,2.471,0.118,-0.569
676.961,2.471,0.196,-0.353
676.969,2.471,0,0.118
676.977,2.471,0.039,-0.118
676.984,2.471,-0.451,0.98
676.992,2.471,-0.333,0.49
677,2.471,-0.02,0.098
677.008,2.471,-0.333,0.451
677.016,2.471,0.039,-0.471
677.023,2.471,-0.098,-0.176
677.031,2.471,-0.314,0.314
677.039,2.471,0.098,-0.235
677.047,2.471,-0.353,0
677.055,2.471,-0.196,-0.686
677.063,2.471,0.216,0.235
677.07,2.471,0.059,0.059
677.078,2.471,0.549,-0.294
677.086,2.471,0.255,0.118
677.094,2.471,-0.176,-0.569
677.102,2.471,-0.176,-0.216
677.109,2.471,-0.686,0.431
677.117,2.471,-0.451,0.157
677.125,2.471,-0.098,0.706
677.133,2.471,-0.353,0.314
677.141,2.471,-0.176,1.216
677.148,2.471,-0.373,1.039
677.156,2.471,0.118,0
677.164,2.471,0.02,0.255
677.172,2.471,-0.137,0.745
677.18,2.471,0.255,0.314
677.188,2.471,0.216,0.647
677.195,2.471,0.412,0.275
677.203,2.471,0,1.353
677.211,2.471,0.02,1.118
677.219,2.471,0.137,0.765
677.227,2.471,-0.196,1.647
677.234,2.471,-0.431,1.118
677.242,2.471,-0.529,1.235
677.25,2.471,-0.882,1.922
677.258,2.471,-1.059,1.824
677.266,2.471,-1.549,2.314
677.273,2.471,-1.706,2.294
677.281,2.471,-2.255,2.157
677.289,2.471,-2.373,2.392
677.297,2.471,-2.333,2.451
677.305,2.471,-2.451,2.471
677.313,2.471,-2.49,2.471
677.32,2.471,-2.49,2.196
677.328,2.471,-2.49,0.608
677.336,2.471,-1.706,-0.471
677.344,2.471,0.176,1.745
677.352,2.471,1.176,1.039
677.359,2.471,2.157,-0.373
677.367,2.471,1.157,0.51
677.375,2.471,-1.588,-1.745
677.383,2.471,-2.255,-1.059
677.391,2.471,-2.118,0.353
677.398,2.471,-0.647,-0.529
677.406,2.471,0.275,1.725
677.414,2.471,-0.549,1.039
677.422,2.471,0.471,-0.765
677.43,2.471,-1.333,-0.353
677.438,2.471,-1.275,-1.961
677.445,2.471,-0.961,-1.118
677.453,2.471,1.196,0.431
677.461,2.471,0.902,-0.314
677.469,2.471,-1.647,1.784
677.477,2.471,-1.216,1.059
677.484,2.471,-0.059,-0.353
677.492,2.471,-0.686,0.529
677.5,2.471,0.353,-0.49
677.508,2.471,-0.529,0.49
677.516,2.471,1.725,-1.745
677.523,2.471,1.039,-1.549
677.531,2.471,-1.608,-0.725
677.539,2.471,-1.784,-0.902
677.547,2.471,-0.863,1.431
677.555,2.471,0.137,0.961
677.563,2.471,0.647,-0.392
677.57,2.471,-0.471,0.51
677.578,2.471,1.745,-1.745
677.586,2.471,1.039,-1.059
677.594,2.471,-0.373,0.353
677.602,2.471,0.608,-0.922
677.609,2.471,-1.471,0.412
677.617,2.471,-0.843,-0.176
677.625,2.471,0.373,-0.667
677.633,2.471,-0.529,0.451
677.641,2.471,0.471,-0.51
677.648,2.471,-0.667,0.49
677.656,2.471,1.353,-1.745
677.664,2.471,0.922,-1.059
677.672,2.471,-0.392,0.353
677.68,2.471,0.549,-0.667
677.688,2.471,-1.667,1.451
677.695,2.471,-1.039,0.98
677.703,2.471,0.353,-0.373
677.711,2.471,-0.529,0.51
677.719,2.471,1.686,-1.745
677.727,2.471,0.941,-1.059
677.734,2.471,-0.392,0.353
677.742,2.471,0.627,-0.529
677.75,2.471,-0.235,1.725
677.758,2.471,0.549,1.039
677.766,2.471,-1.745,-0.373
677.773,2.471,-1.059,0.51
677.781,2.471,1.588,-0.49
677.789,2.471,1,0.49
677.797,2.471,-0.373,-1.745
677.805,2.471,0.51,-1.059
677.813,2.471,-0.49,0.588
677.82,2.471,1.02,0
677.828,2.471,-0.137,1.863
677.836,2.471,-0.157,1.078
677.844,2.471,0.275,-0.353
677.852,2.471,0.098,0.529
677.859,2.471,0.863,-0.49
677.867,2.471,-0.118,0.49
677.875,2.471,1.51,-1.745
677.883,2.471,1.353,-1.059
677.891,2.471,0.412,0.353
677.898,2.471,1.078,-0.529
677.906,2.471,-0.549,1.725
677.914,2.471,-0.314,1.039
677.922,2.471,0.549,-0.373
677.93,2.471,-0.235,0.51
677.938,2.471,1.804,-1.745
677.945,2.471,1.294,-1.059
677.953,2.471,0.157,0.353
677.961,2.471,0.882,-0.529
677.969,2.471,-0.961,1.725
677.977,2.471,-0.431,1.039
677.984,2.471,0.843,-0.373
677.992,2.471,0.275,0.51
678,2.471,0.863,-0.49
678.008,2.471,-0.176,0.49
678.016,2.471,1.49,-1.745
678.023,2.471,0.922,-1.059
678.031,2.471,-0.412,0.353
678.039,2.471,0.706,-0.529
678.047,2.471,-1,1.725
678.055,2.471,-0.765,1.039
678.063,2.471,0.451,-0.373
678.07,2.471,-0.49,0.51
678.078,2.471,1.529,-1.745
678.086,2.471,0.98,-1.059
678.094,2.471,-0.039,0.353
678.102,2.471,0.725,-0.529
678.109,2.471,-1.157,1.725
678.117,2.471,-0.471,1.039
678.125,2.471,0.725,-0.373
678.133,2.471,0.02,0.51
678.141,2.471,1.078,-0.49
678.148,2.471,0.569,0.49
678.156,2.471,2,-1.745
678.164,2.471,1.412,-1.059
678.172,2.471,0.176,0.353
678.18,2.471,0.353,-0.588
678.188,2.471,-1.784,1.588
678.195,2.471,-1.275,1
678.203,2.471,-0.02,-0.373
678.211,2.471,-0.51,0.51
678.219,2.471,1.588,-1.745
678.227,2.471,0.902,-1.059
678.234,2.471,-0.235,0.353
678.242,2.471,0.333,-0.529
678.25,2.471,-1.137,1.725
678.258,2.471,-0.843,1.039
678.266,2.471,-2.078,-1.059
678.273,2.471,-1.137,-1.039
678.281,2.471,0.333,-0.882
678.289,2.471,-0.569,0.392
678.297,2.471,1.608,-1.784
678.305,2.471,1,-1.078
678.313,2.471,-0.196,0.333
678.32,2.471,0.804,-0.549
678.328,2.471,-1.078,1.725
678.336,2.471,-0.647,1.039
678.344,2.471,0.529,-0.373
678.352,2.471,-0.373,0.51
678.359,2.471,0.745,-0.49
678.367,2.471,-0.039,0.49
678.375,2.471,1.569,-1.745
678.383,2.471,1.216,-1.059
678.391,2.471,-0.647,0.353
678.398,2.471,0.157,-0.529
678.406,2.471,0.843,1.725
678.414,2.471,-0.078,1.039
678.422,2.471,0.588,-0.373
678.43,2.471,-0.176,0.51
678.438,2.471,0.078,-1.745
678.445,2.471,0.039,-1.059
678.453,2.471,1.098,0.353
678.461,2.471,1.176,-0.529
678.469,2.471,0.529,1.725
678.477,2.471,1.255,1.039
678.484,2.471,0.196,-0.373
678.492,2.471,-0.176,0.51
678.5,2.471,-0.902,-0.49
678.508,2.471,-0.686,0.49
678.516,2.471,0.039,-1.745
678.523,2.471,-0.098,-1.059
678.531,2.471,-0.392,0.353
678.539,2.471,0.098,-0.529
678.547,2.471,0.118,1.725
678.555,2.471,0.412,1.039
678.563,2.471,0.412,-0.373
678.57,2.471,0.843,0.51
678.578,2.471,0.137,-1.745
678.586,2.471,0.137,-1.059
678.594,2.471,0.784,0.353
678.602,2.471,0.333,-0.529
678.609,2.471,-0.196,1.725
678.617,2.471,-0.157,1.039
678.625,2.471,-0.824,-0.373
678.633,2.471,-0.922,0.51
678.641,2.471,-1.824,-0.49
678.648,2.471,-1.392,0.49
678.656,2.471,-0.314,-1.745
678.664,2.471,0.078,-1.059
678.672,2.471,1.353,0.353
678.68,2.471,1.118,-0.529
678.688,2.471,0.176,1.725
678.695,2.471,0.059,1.039
678.703,2.471,-0.647,-0.373
678.711,2.471,-0.392,0.51
678.719,2.471,0.431,-1.745
678.727,2.471,1,-1.059
678.734,2.471,2.118,0.353
678.742,2.471,1.686,-0.529
678.75,2.471,0.471,1.725
678.758,2.471,-0.039,1.039
678.766,2.471,-1.882,-0.667
678.773,2.471,-2.137,-0.157
678.781,2.471,-1.98,-0.843
678.789,2.471,-1.392,0.02
678.797,2.471,0.686,-1.863
678.805,2.471,0.216,-1.098
678.813,2.471,-1,0.333
678.82,2.471,-0.294,-0.549
678.828,2.471,-1.431,1.725
678.836,2.471,-0.941,1.039
678.844,2.471,0.471,-0.373
678.852,2.471,0.706,0.51
678.859,2.471,1.314,-0.49
678.867,2.471,0.725,0.706
678.875,2.471,2.039,-1.255
678.883,2.471,1.804,-0.941
678.891,2.471,0.765,1.627
678.898,2.471,1.157,1.02
678.906,2.471,1.765,-0.373
