time,CH1
163.988,-0.000183105
163.992,-0.00744629
163.996,-0.012146
164,-0.0175171
164.004,-0.0255737
164.008,-0.0335083
164.012,-0.038269
164.016,-0.0379639
164.02,-0.0379639
164.024,-0.0355835
164.028,-0.0375977
164.032,-0.039978
164.036,-0.0396729
164.04,-0.0395508
164.044,-0.0387573
164.048,-0.0402832
164.052,-0.0413818
164.056,-0.0403442
164.06,-0.039856
164.064,-0.0386353
164.068,-0.036499
164.072,-0.0339966
164.076,-0.0309448
164.08,-0.0289307
164.084,-0.0286865
164.088,-0.0309448
164.092,-0.0324097
164.096,-0.03302
164.1,-0.031311
164.104,-0.0286865
164.108,-0.0276489
164.112,-0.0266724
164.116,-0.0269775
164.12,-0.0274048
164.124,-0.0263062
164.128,-0.0281982
164.132,-0.0297852
164.136,-0.0298462
164.14,-0.0301514
164.144,-0.0292969
164.148,-0.0286865
164.152,-0.027832
164.156,-0.0272217
164.16,-0.0252075
164.164,-0.0228271
164.168,-0.0222778
164.172,-0.020813
164.176,-0.0200195
164.18,-0.0216675
164.184,-0.0245972
164.188,-0.0287476
164.192,-0.0304565
164.196,-0.0264282
164.2,-0.0214233
164.204,-0.0203247
164.208,-0.0222168
164.212,-0.0238037
164.216,-0.0228271
164.22,-0.0203857
164.224,-0.0192871
164.228,-0.0209351
164.232,-0.024353
164.236,-0.0255737
164.24,-0.0231934
164.244,-0.0206299
164.248,-0.0202026
164.252,-0.0223999
164.256,-0.024292
164.26,-0.0276489
164.264,-0.0282593
164.268,-0.0268555
164.272,-0.0263062
164.276,-0.0252075
164.28,-0.0275269
164.284,-0.0308838
164.288,-0.0353394
164.292,-0.0369263
164.296,-0.0350952
164.3,-0.0339355
164.304,-0.0321655
164.308,-0.0320435
164.312,-0.0326538
164.316,-0.0321045
164.32,-0.0317383
164.324,-0.0336304
164.328,-0.0355835
164.332,-0.0372925
164.336,-0.0383301
164.34,-0.0386353
164.344,-0.0374756
164.348,-0.036499
164.352,-0.0361938
164.356,-0.036377
164.36,-0.0380859
164.364,-0.039856
164.368,-0.0390015
164.372,-0.0374756
164.376,-0.03479
164.38,-0.0326538
164.384,-0.0324707
164.388,-0.0315552
164.392,-0.0302734
164.396,-0.0291138
164.4,-0.0300293
164.404,-0.0339966
164.408,-0.0377808
164.412,-0.041687
164.416,-0.0425415
164.42,-0.0413208
164.424,-0.0397339
164.428,-0.0371094
164.432,-0.034668
164.436,-0.0343628
164.44,-0.0354614
164.444,-0.0375977
164.448,-0.0403442
164.452,-0.0424805
164.456,-0.0408325
164.46,-0.0386963
164.464,-0.0387573
164.468,-0.0385132
164.472,-0.0394287
164.476,-0.0405884
164.48,-0.039856
164.484,-0.0386353
164.488,-0.0377808
164.492,-0.0348511
164.496,-0.0297852
164.5,-0.0294189
164.504,-0.0331421
164.508,-0.039856
164.512,-0.0464478
164.516,-0.0473022
164.52,-0.043335
164.524,-0.0377197
164.528,-0.0342407
164.532,-0.0351562
164.536,-0.0373535
164.54,-0.0404663
164.544,-0.0426636
164.548,-0.0396729
164.552,-0.0359497
164.556,-0.0322266
164.56,-0.0309448
164.564,-0.0327759
164.568,-0.0357056
164.572,-0.0376587
164.576,-0.038269
164.58,-0.0369263
164.584,-0.0352783
164.588,-0.0340576
164.592,-0.0357056
164.596,-0.0380859
164.6,-0.0396729
164.604,-0.0380249
164.608,-0.034729
164.612,-0.0305786
164.616,-0.0287476
164.62,-0.0319214
164.624,-0.0344238
164.628,-0.0335083
164.632,-0.0253906
164.636,-0.0150757
164.64,-0.00769043
164.644,-0.00427246
164.648,-0.00274658
164.652,0.000610352
164.656,0.00817871
164.66,0.0172729
164.664,0.0229492
164.668,0.0224609
164.672,0.0177612
164.676,0.0126343
164.68,0.0088501
164.684,0.00872803
164.688,0.00939941
164.692,0.0100098
164.696,0.00689697
164.7,-0.000793457
164.704,-0.0109253
164.708,-0.0211182
164.712,-0.0318604
164.716,-0.0395508
164.72,-0.0448608
164.724,-0.0485229
164.728,-0.0483398
164.732,-0.0476074
164.736,-0.0466309
164.74,-0.0459595
164.744,-0.0460815
164.748,-0.0464478
164.752,-0.0443726
164.756,-0.0422974
164.76,-0.0409546
164.764,-0.0391846
164.768,-0.0394897
164.772,-0.0428467
164.776,-0.0476685
164.78,-0.052002
164.784,-0.0540771
164.788,-0.0480347
164.792,-0.0262451
164.796,0.0181885
164.8,0.0883179
164.804,0.18219
164.808,0.292847
164.812,0.401978
164.816,0.477417
164.82,0.48291
164.824,0.405701
164.828,0.257324
164.832,0.0879517
164.836,-0.0497437
164.84,-0.125854
164.844,-0.139709
164.848,-0.112854
164.852,-0.0720215
164.856,-0.0363159
164.86,-0.0149536
164.864,-0.00549316
164.868,-0.0067749
164.872,-0.0115356
164.876,-0.0162354
164.88,-0.020813
164.884,-0.0223999
164.888,-0.0206299
164.892,-0.0177612
164.896,-0.0148315
164.9,-0.0115356
164.904,-0.0111694
164.908,-0.0112305
164.912,-0.010376
164.916,-0.00970459
164.92,-0.00805664
164.924,-0.00701904
164.928,-0.0078125
164.932,-0.00927734
164.936,-0.00872803
164.94,-0.0057373
164.944,-0.000671387
164.948,0.00524902
164.952,0.0109253
164.956,0.0115356
164.96,0.00970459
164.964,0.00714111
164.968,0.0045166
164.972,0.00445557
164.976,0.00842285
164.98,0.0133057
164.984,0.0171509
164.988,0.0194092
164.992,0.019165
164.996,0.0187378
165,0.020813
165.004,0.0236206
165.008,0.0272217
165.012,0.0321045
165.016,0.0362549
165.02,0.0411987
165.024,0.0474854
165.028,0.0549316
165.032,0.0610352
165.036,0.0643311
165.04,0.0671387
165.044,0.0708618
165.048,0.076416
165.052,0.0857544
165.056,0.0978394
165.06,0.105835
165.064,0.113464
165.068,0.121094
165.072,0.127319
165.076,0.136047
165.08,0.145264
165.084,0.15387
165.088,0.160156
165.092,0.165466
165.096,0.170349
165.1,0.173584
165.104,0.177612
165.108,0.179382
165.112,0.177917
165.116,0.174805
165.12,0.169922
165.124,0.165833
165.128,0.161987
165.132,0.153381
165.136,0.14032
165.14,0.122742
165.144,0.102966
165.148,0.0848999
165.152,0.0691528
165.156,0.0542603
165.16,0.0397949
165.164,0.0255737
165.168,0.0124512
165.172,0.00317383
165.176,-0.00158691
165.18,-0.00323486
165.184,-0.00488281
165.188,-0.00909424
165.192,-0.0144043
165.196,-0.0177612
165.2,-0.0177612
165.204,-0.0161743
165.208,-0.0123901
165.212,-0.0105591
165.216,-0.0117188
165.22,-0.0161743
165.224,-0.0224609
165.228,-0.0269165
165.232,-0.0249634
165.236,-0.0181885
165.24,-0.0114136
165.244,-0.00817871
165.248,-0.00909424
165.252,-0.0112915
165.256,-0.0118408
165.26,-0.0106812
165.264,-0.0100098
165.268,-0.00848389
165.272,-0.00708008
165.276,-0.00494385
165.28,-0.00201416
165.284,0.000366211
165.288,-0.00158691
165.292,-0.00231934
165.296,-0.00408936
165.3,-0.00561523
165.304,-0.0065918
165.308,-0.00762939
165.312,-0.00738525
165.316,-0.00646973
165.32,-0.00482178
165.324,-0.00305176
165.328,-0.00152588
165.332,-0.000976562
165.336,-0.00134277
165.34,-0.00396729
165.344,-0.00665283
165.348,-0.00726318
165.352,-0.0067749
165.356,-0.00585938
165.36,-0.00592041
165.364,-0.00738525
165.368,-0.00982666
165.372,-0.0101318
165.376,-0.00799561
165.38,-0.00604248
165.384,-0.00445557
165.388,-0.00634766
165.392,-0.0106812
165.396,-0.0134277
165.4,-0.0134277
165.404,-0.0108032
165.408,-0.00866699
165.412,-0.00756836
165.416,-0.00958252
165.42,-0.0130005
165.424,-0.0136108
165.428,-0.0132446
165.432,-0.0109253
165.436,-0.00964355
165.44,-0.0116577
165.444,-0.0148315
165.448,-0.0177002
165.452,-0.019104
165.456,-0.0183716
165.46,-0.0162354
165.464,-0.013855
165.468,-0.0133057
165.472,-0.0151367
165.476,-0.0193481
165.48,-0.0223389
165.484,-0.0227051
165.488,-0.0196533
165.492,-0.0164795
165.496,-0.0136719
165.5,-0.0130005
165.504,-0.0136108
165.508,-0.0160522
165.512,-0.0197754
165.516,-0.0241699
165.52,-0.0269775
165.524,-0.0269775
165.528,-0.0254517
165.532,-0.024231
165.536,-0.0238647
165.54,-0.0244751
165.544,-0.0247803
165.548,-0.0241089
165.552,-0.0217285
165.556,-0.0202637
165.56,-0.0201416
165.564,-0.0214233
165.568,-0.0247192
165.572,-0.0286865
165.576,-0.031189
165.58,-0.0310059
165.584,-0.0297852
165.588,-0.029541
165.592,-0.0297241
165.596,-0.0303345
165.6,-0.0297852
165.604,-0.0288696
165.608,-0.0280762
165.612,-0.027832
165.616,-0.0281372
165.62,-0.0267944
165.624,-0.0257568
165.628,-0.0238647
165.632,-0.0253296
165.636,-0.027832
165.64,-0.0291138
165.644,-0.0278931
165.648,-0.0231323
165.652,-0.019043
165.656,-0.0181274
165.66,-0.0223999
165.664,-0.0307617
165.668,-0.0383301
165.672,-0.0401611
165.676,-0.0368042
165.68,-0.0297241
165.684,-0.0229492
165.688,-0.0212402
165.692,-0.0228271
165.696,-0.0253296
165.7,-0.026123
165.704,-0.0276489
165.708,-0.031189
165.712,-0.0352783
165.716,-0.0391235
165.72,-0.0386353
165.724,-0.0326538
165.728,-0.0263672
165.732,-0.0244141
165.736,-0.0261841
165.74,-0.0308228
165.744,-0.0359497
165.748,-0.038147
165.752,-0.0380249
165.756,-0.0344238
165.76,-0.0297241
165.764,-0.0245361
165.768,-0.0238647
165.772,-0.0279541
165.776,-0.0338135
165.78,-0.036377
165.784,-0.0353394
165.788,-0.0336304
165.792,-0.0342407
165.796,-0.0360718
165.8,-0.036438
165.804,-0.03302
165.808,-0.0280151
165.812,-0.0266724
165.816,-0.0288696
165.82,-0.0334473
165.824,-0.0354614
165.828,-0.0336304
165.832,-0.0311279
165.836,-0.0315552
165.84,-0.034668
165.844,-0.038208
165.848,-0.0355835
165.852,-0.0250854
165.856,-0.0167847
165.86,-0.0161743
165.864,-0.0228882
165.868,-0.0302734
165.872,-0.0358276
165.876,-0.0354614
165.88,-0.0289917
165.884,-0.0264893
165.888,-0.0256958
165.892,-0.0238037
165.896,-0.0239868
165.9,-0.0283203
165.904,-0.0346069
165.908,-0.0419312
165.912,-0.0454102
165.916,-0.0426636
165.92,-0.0348511
165.924,-0.0276489
165.928,-0.0228271
165.932,-0.0203247
165.936,-0.0212402
165.94,-0.0231323
165.944,-0.0256348
165.948,-0.0288086
165.952,-0.0322266
165.956,-0.0350952
165.96,-0.0370483
165.964,-0.0357056
165.968,-0.0335693
165.972,-0.0300293
165.976,-0.0291138
165.98,-0.0328369
165.984,-0.0368042
165.988,-0.038269
165.992,-0.0361938
165.996,-0.0343628
166,-0.0346069
166.004,-0.0370483
166.008,-0.0407104
166.012,-0.0419312
166.016,-0.0422974
166.02,-0.0418091
166.024,-0.039856
166.028,-0.0384521
166.032,-0.0394897
166.036,-0.0409546
166.04,-0.0435791
166.044,-0.0430298
166.048,-0.0388794
166.052,-0.0362549
166.056,-0.0377197
166.06,-0.0435181
166.064,-0.0505981
166.068,-0.0540771
166.072,-0.0518799
166.076,-0.0494995
166.08,-0.0427246
166.084,-0.0336304
166.088,-0.026123
166.092,-0.0214233
166.096,-0.0172119
166.1,-0.0105591
166.104,-0.00280762
166.108,0.00598145
166.112,0.00793457
166.116,0.00366211
166.12,-0.00292969
166.124,-0.00878906
166.128,-0.00354004
166.132,0.0022583
166.136,0.00421143
166.14,0.00469971
166.144,-0.00250244
166.148,-0.0131836
166.152,-0.0231934
166.156,-0.0324097
166.16,-0.043396
166.164,-0.0541382
166.168,-0.0604858
166.172,-0.0621948
166.176,-0.0621948
166.18,-0.0585327
166.184,-0.0581055
166.188,-0.0587769
166.192,-0.0576782
166.196,-0.0554199
166.2,-0.0515747
166.204,-0.0498047
166.208,-0.0515137
166.212,-0.0542603
166.216,-0.0570068
166.22,-0.0592651
166.224,-0.0593262
166.228,-0.0602417
166.232,-0.0603638
166.236,-0.0548706
166.24,-0.0352783
166.244,0.0106201
166.248,0.0811157
166.252,0.173218
166.256,0.280396
166.26,0.381287
166.264,0.446594
166.268,0.444702
166.272,0.359436
166.276,0.206299
166.28,0.0369873
166.284,-0.0938721
166.288,-0.155518
166.292,-0.152588
166.296,-0.110718
166.3,-0.0620728
166.304,-0.026123
166.308,-0.0123291
166.312,-0.0133057
166.316,-0.0231934
166.32,-0.0302734
166.324,-0.0354614
166.328,-0.0341187
166.332,-0.0288696
166.336,-0.0220947
166.34,-0.0150146
166.344,-0.0125122
166.348,-0.0165405
166.352,-0.0202637
166.356,-0.0228271
166.36,-0.0200806
166.364,-0.0141602
166.368,-0.00952148
166.372,-0.0100098
166.376,-0.0107422
166.38,-0.0111084
166.384,-0.0111694
166.388,-0.0078125
166.392,-0.00164795
166.396,0.00549316
166.4,0.0101929
166.404,0.00970459
166.408,0.00598145
166.412,0.000915527
166.416,0.00177002
166.42,0.0098877
166.424,0.0200195
166.428,0.0249023
166.432,0.0215454
166.436,0.0134888
166.44,0.00653076
166.444,0.00518799
166.448,0.0098877
166.452,0.019043
166.456,0.0268555
166.46,0.0342407
166.464,0.0413818
166.468,0.0454712
166.472,0.0472412
166.476,0.0514526
166.48,0.0554199
166.484,0.0602417
166.488,0.065979
166.492,0.0687256
166.496,0.0718384
166.5,0.0768433
166.504,0.0847778
166.508,0.100647
166.512,0.117554
166.516,0.132507
166.52,0.14801
166.524,0.149475
166.528,0.144165
166.532,0.13855
166.536,0.139832
166.54,0.152039
166.544,0.166382
166.548,0.174988
166.552,0.170898
166.556,0.163818
166.56,0.162781
166.564,0.170227
166.568,0.176331
166.572,0.174438
166.576,0.164246
166.58,0.150085
166.584,0.13446
166.588,0.119507
166.592,0.101562
166.596,0.0825806
166.6,0.0650635
166.604,0.0501099
166.608,0.0357666
166.612,0.0219116
166.616,0.0100098
166.62,0.000183105
166.624,-0.00604248
166.628,-0.00970459
166.632,-0.0157471
166.636,-0.0219727
166.64,-0.0288086
166.644,-0.0336304
166.648,-0.03302
166.652,-0.0288696
166.656,-0.0279541
166.66,-0.0292358
166.664,-0.0334473
166.668,-0.0366211
166.672,-0.0341797
166.676,-0.0285034
166.68,-0.0244141
166.684,-0.0245972
166.688,-0.026123
166.692,-0.0259399
166.696,-0.0206909
166.7,-0.0128784
166.704,-0.00683594
166.708,-0.00482178
166.712,-0.00549316
166.716,-0.0065918
166.72,-0.00732422
166.724,-0.00830078
166.728,-0.00897217
166.732,-0.00970459
166.736,-0.00933838
166.74,-0.00811768
166.744,-0.00708008
166.748,-0.00616455
166.752,-0.0057373
166.756,-0.00531006
166.76,-0.0045166
166.764,-0.00396729
166.768,-0.00457764
166.772,-0.00524902
166.776,-0.00549316
166.78,-0.00482178
166.784,-0.00299072
166.788,-0.00140381
166.792,-0.00152588
166.796,-0.00280762
166.8,-0.00408936
166.804,-0.00439453
166.808,-0.00354004
166.812,-0.00274658
166.816,-0.00360107
166.82,-0.0055542
166.824,-0.00854492
166.828,-0.0108032
166.832,-0.0114136
166.836,-0.0115356
166.84,-0.0108032
166.844,-0.00946045
166.848,-0.00793457
166.852,-0.0067749
166.856,-0.00714111
166.86,-0.00817871
166.864,-0.00927734
166.868,-0.0103149
166.872,-0.0106812
166.876,-0.0108643
166.88,-0.0112915
166.884,-0.0125732
166.888,-0.0145264
166.892,-0.0178833
166.896,-0.0209961
166.9,-0.0219727
166.904,-0.020813
166.908,-0.0200195
166.912,-0.0192261
166.916,-0.0194092
166.92,-0.0203857
166.924,-0.0200195
166.928,-0.0184937
166.932,-0.0174561
166.936,-0.0161133
166.94,-0.0167236
166.944,-0.0180664
166.948,-0.0203247
166.952,-0.0223389
166.956,-0.0231323
166.96,-0.0229492
166.964,-0.0221558
166.968,-0.0222778
166.972,-0.022522
166.976,-0.022644
166.98,-0.0219727
166.984,-0.0216675
166.988,-0.0230103
166.992,-0.0249023
166.996,-0.0267334
167,-0.0270386
167.004,-0.0252075
167.008,-0.0234375
167.012,-0.022644
167.016,-0.022522
167.02,-0.0236206
167.024,-0.0264282
167.028,-0.0281982
167.032,-0.029541
167.036,-0.0291138
167.04,-0.0274658
167.044,-0.0258179
167.048,-0.0249634
167.052,-0.0250854
167.056,-0.0258789
167.06,-0.0266113
167.064,-0.0263062
167.068,-0.0253296
167.072,-0.0245361
167.076,-0.0237427
167.08,-0.024231
167.084,-0.0249634
167.088,-0.0258789
167.092,-0.0267334
167.096,-0.0274658
167.1,-0.0281982
167.104,-0.0285645
167.108,-0.0285034
167.112,-0.0279541
167.116,-0.0281982
167.12,-0.0279541
167.124,-0.02771
167.128,-0.0267334
167.132,-0.0259399
167.136,-0.026062
167.14,-0.0270996
167.144,-0.0281982
167.148,-0.0280151
167.152,-0.0266113
167.156,-0.0255127
167.16,-0.026001
167.164,-0.0275879
167.168,-0.0289307
167.172,-0.0290527
167.176,-0.0278931
167.18,-0.0252075
167.184,-0.0228882
167.188,-0.0230103
167.192,-0.0241089
167.196,-0.0251465
167.2,-0.0257568
167.204,-0.0256348
167.208,-0.0250854
167.212,-0.0255127
167.216,-0.0267944
167.22,-0.0275269
167.224,-0.0274048
167.228,-0.026123
167.232,-0.0241089
167.236,-0.022644
167.24,-0.022583
167.244,-0.0239868
167.248,-0.026001
167.252,-0.0271606
167.256,-0.027771
167.26,-0.0269165
167.264,-0.0250854
167.268,-0.0244141
167.272,-0.0240479
167.276,-0.0249023
167.28,-0.0259399
167.284,-0.0253906
167.288,-0.0245972
167.292,-0.0233154
167.296,-0.0217896
167.3,-0.0206909
167.304,-0.0204468
167.308,-0.0202026
167.312,-0.0203857
167.316,-0.0199585
167.32,-0.0186157
167.324,-0.017334
167.328,-0.0169067
167.332,-0.0176392
167.336,-0.0186157
167.34,-0.0196533
167.344,-0.0197144
167.348,-0.0196533
167.352,-0.0186157
167.356,-0.0177612
167.36,-0.0174561
167.364,-0.0171509
167.368,-0.0175781
167.372,-0.0185547
167.376,-0.0192261
167.38,-0.0187988
167.384,-0.0175171
167.388,-0.0153809
167.392,-0.0137939
167.396,-0.0129395
167.4,-0.0126343
167.404,-0.0134888
167.408,-0.0146484
167.412,-0.0153809
167.416,-0.0159912
167.42,-0.0161133
167.424,-0.0153809
167.428,-0.0148315
167.432,-0.0137329
167.436,-0.0128784
167.44,-0.0123291
167.444,-0.0130005
167.448,-0.0137939
167.452,-0.0141602
167.456,-0.013916
167.46,-0.0129395
167.464,-0.0114136
167.468,-0.00964355
167.472,-0.00799561
167.476,-0.00488281
167.48,0
167.484,0.00585938
167.488,0.0115967
167.492,0.0164185
167.496,0.0217285
167.5,0.027771
167.504,0.0350952
167.508,0.0425415
167.512,0.0479126
167.516,0.0494995
167.52,0.0473022
167.524,0.0428467
167.528,0.0385742
167.532,0.0359497
167.536,0.03479
167.54,0.0319214
167.544,0.0251465
167.548,0.0140381
167.552,0.000793457
167.556,-0.0113525
167.56,-0.0198364
167.564,-0.0238647
167.568,-0.0235596
167.572,-0.0214844
167.576,-0.0188599
167.58,-0.0164185
167.584,-0.015625
167.588,-0.0162354
167.592,-0.0171509
167.596,-0.0177002
167.6,-0.0185547
167.604,-0.0189209
167.608,-0.0193481
167.612,-0.0193481
167.616,-0.0189209
167.62,-0.019043
167.624,-0.0198975
167.628,-0.0186157
167.632,-0.0100098
167.636,0.0175781
167.64,0.0693359
167.644,0.1474
167.648,0.248047
167.652,0.360718
167.656,0.462524
167.66,0.519348
167.664,0.501709
167.668,0.398682
167.672,0.233521
167.676,0.0633545
167.68,-0.0633545
167.684,-0.121826
167.688,-0.117981
167.692,-0.0796509
167.696,-0.0333862
167.7,0.00372314
167.704,0.0249023
167.708,0.0308228
167.712,0.0268555
167.716,0.0199585
167.72,0.0150146
167.724,0.0135498
167.728,0.0143433
167.732,0.0159912
167.736,0.017334
167.74,0.0183716
167.744,0.0193481
167.748,0.0206299
167.752,0.0220947
167.756,0.0236816
167.76,0.0244751
167.764,0.0245361
167.768,0.0252075
167.772,0.0266113
167.776,0.0291138
167.78,0.03302
167.784,0.0365601
167.788,0.038147
167.792,0.038208
167.796,0.0379028
167.8,0.038269
167.804,0.0395508
167.808,0.0418091
167.812,0.0440674
167.816,0.0458984
167.82,0.0471802
167.824,0.0480957
167.828,0.0492554
167.832,0.0515137
167.836,0.0547485
167.84,0.0584106
167.844,0.0609741
167.848,0.0635376
167.852,0.0671997
167.856,0.0723877
167.86,0.0790405
167.864,0.0861816
167.868,0.0922852
167.872,0.0970459
167.876,0.100708
167.88,0.105957
167.884,0.112122
167.888,0.119141
167.892,0.126892
167.896,0.135071
167.9,0.143555
167.904,0.152954
167.908,0.163147
167.912,0.173645
167.916,0.184448
167.92,0.195129
167.924,0.205933
167.928,0.216309
167.932,0.225464
167.936,0.233459
167.94,0.239685
167.944,0.245178
167.948,0.249939
167.952,0.253296
167.956,0.254272
167.96,0.251221
167.964,0.245667
167.968,0.237488
167.972,0.226807
167.976,0.213135
167.98,0.19635
167.984,0.176758
167.988,0.155518
167.992,0.134399
167.996,0.114136
168,0.095459
168.004,0.0782471
168.008,0.0634766
168.012,0.0512695
168.016,0.0407715
168.02,0.0317993
168.024,0.0249023
168.028,0.0200195
168.032,0.0170898
168.036,0.0161743
168.04,0.0158691
168.044,0.0142822
168.048,0.0117798
168.052,0.0100708
168.056,0.00878906
168.06,0.00878906
168.064,0.00976562
168.068,0.010498
168.072,0.0106201
168.076,0.0109253
168.08,0.0111084
168.084,0.0111694
168.088,0.0107422
168.092,0.0105591
168.096,0.0111084
168.1,0.0129395
168.104,0.0150146
168.108,0.0168457
168.112,0.0176392
168.116,0.0178833
168.12,0.0179443
168.124,0.0178223
168.128,0.0180054
168.132,0.0181885
168.136,0.0186768
168.14,0.0184937
168.144,0.0181274
168.148,0.0178833
168.152,0.0184937
168.156,0.0188599
168.16,0.0195923
168.164,0.0198364
168.168,0.0193481
168.172,0.0187378
168.176,0.0185547
168.18,0.019165
168.184,0.0203857
168.188,0.0209351
168.192,0.0213013
168.196,0.0209961
168.2,0.0198975
168.204,0.0188599
168.208,0.0185547
168.212,0.019043
168.216,0.0200195
168.22,0.0205688
168.224,0.0202026
168.228,0.0189819
168.232,0.0177612
168.236,0.0170288
168.24,0.0165405
168.244,0.0161743
168.248,0.0160522
168.252,0.0153809
168.256,0.0145874
168.26,0.0137329
168.264,0.0137939
168.268,0.013916
168.272,0.0130615
168.276,0.0117798
168.28,0.0115356
168.284,0.0120239
168.288,0.0129395
168.292,0.013916
168.296,0.0137329
168.3,0.0127563
168.304,0.0110474
168.308,0.0098877
168.312,0.0090332
168.316,0.00878906
168.32,0.0088501
168.324,0.00860596
168.328,0.00805664
168.332,0.00750732
168.336,0.0067749
168.34,0.0055542
168.344,0.00396729
168.348,0.00268555
168.352,0.00244141
168.356,0.00305176
168.36,0.00408936
168.364,0.00488281
168.368,0.0043335
168.372,0.00292969
168.376,0.00128174
168.38,-6.10E-05
168.384,-0.000976562
168.388,-0.000732422
168.392,0
168.396,0.00189209
168.4,0.00323486
168.404,0.0032959
168.408,0.00201416
168.412,0.000732422
168.416,-0.00012207
168.42,-0.000244141
168.424,-6.10E-05
168.428,6.10E-05
168.432,0.00012207
168.436,0.000427246
168.44,0.00115967
168.444,0.00140381
168.448,0.00115967
168.452,0.000488281
168.456,-0.000244141
168.46,-0.000915527
168.464,-0.000976562
168.468,-0.000549316
168.472,-0.00012207
168.476,-0.000305176
168.48,-0.00012207
168.484,-0.000427246
168.488,-0.000610352
168.492,-0.000732422
168.496,-0.000488281
168.5,-0.000305176
168.504,-0.000366211
168.508,-0.000244141
168.512,-0.00012207
168.516,0.00012207
168.52,0.000427246
168.524,0.0010376
168.528,0.000976562
168.532,0.000732422
168.536,0.000305176
168.54,-0.000549316
168.544,-0.000854492
168.548,-0.000793457
168.552,6.10E-05
168.556,0.0010376
168.56,0.0012207
168.564,0.00170898
168.568,0.00219727
168.572,0.00219727
168.576,0.0022583
168.58,0.00256348
168.584,0.00250244
168.588,0.00244141
168.592,0.0022583
168.596,0.00177002
168.6,0.00195312
168.604,0.00195312
168.608,0.00177002
168.612,0.00219727
168.616,0.00213623
168.62,0.00286865
168.624,0.00396729
168.628,0.00488281
168.632,0.00585938
168.636,0.00634766
168.64,0.00653076
168.644,0.00646973
168.648,0.00640869
168.652,0.00616455
168.656,0.00488281
168.66,0.00427246
168.664,0.00445557
168.668,0.00549316
168.672,0.00604248
168.676,0.00634766
168.68,0.00598145
168.684,0.00476074
168.688,0.00439453
168.692,0.00524902
168.696,0.00665283
168.7,0.00891113
168.704,0.0106812
168.708,0.0108032
168.712,0.0111694
168.716,0.0134888
168.72,0.0186157
168.724,0.0259399
168.728,0.0321045
168.732,0.0367432
168.736,0.0406494
168.74,0.0452271
168.744,0.0524292
168.748,0.0605469
168.752,0.0669556
168.756,0.0715942
168.76,0.0737915
168.764,0.0748291
168.768,0.0759888
168.772,0.0772705
168.776,0.0736694
168.78,0.0664673
168.784,0.0545654
168.788,0.0397949
168.792,0.0248413
168.796,0.0128174
168.8,0.00415039
168.804,-0.00164795
168.808,-0.00274658
168.812,-0.000244141
168.816,0.000305176
168.82,-0.000610352
168.824,-0.00384521
168.828,-0.00750732
168.832,-0.00854492
168.836,-0.00720215
168.84,-0.00457764
168.844,-0.00476074
168.848,-0.00671387
168.852,-0.010376
168.856,-0.0137939
168.86,-0.0144653
168.864,-0.0119629
168.868,-0.010437
168.872,-0.0101318
168.876,-0.00878906
168.88,0.00311279
168.884,0.0377197
168.888,0.101196
168.892,0.19397
168.896,0.305725
168.9,0.421997
168.904,0.517883
168.908,0.556885
168.912,0.515808
168.916,0.389526
168.92,0.209839
168.924,0.0346069
168.928,-0.0893555
168.932,-0.141235
168.936,-0.130981
168.94,-0.0861206
168.944,-0.0357056
168.948,0.00457764
168.952,0.0249023
168.956,0.0275269
168.96,0.0200195
168.964,0.0111694
168.968,0.00506592
168.972,0.00299072
168.976,0.00445557
168.98,0.00653076
168.984,0.00994873
168.988,0.0125732
168.992,0.0130615
168.996,0.0136719
169,0.013916
169.004,0.0133057
169.008,0.0124512
169.012,0.0109253
169.016,0.00994873
169.02,0.0110474
169.024,0.0140381
169.028,0.0179443
169.032,0.0214233
169.036,0.0238647
169.04,0.0256348
169.044,0.0265503
169.048,0.0268555
169.052,0.0273438
169.056,0.0289307
169.06,0.031311
169.064,0.0358887
169.068,0.0401611
169.072,0.0414429
169.076,0.0418091
169.08,0.0401001
169.084,0.0402222
169.088,0.0435181
169.092,0.0501099
169.096,0.0558472
169.1,0.0606079
169.104,0.0637207
169.108,0.0664673
169.112,0.0710449
169.116,0.0775146
169.12,0.085083
169.124,0.092041
169.128,0.09729
169.132,0.103149
169.136,0.110107
169.14,0.119751
169.144,0.13031
169.148,0.141113
169.152,0.151062
169.156,0.158569
169.16,0.165833
169.164,0.173889
169.168,0.183838
169.172,0.195435
169.176,0.20929
169.18,0.222717
169.184,0.233215
169.188,0.239197
169.192,0.242432
169.196,0.248047
169.2,0.254456
169.204,0.252686
169.208,0.244019
169.212,0.2276
169.216,0.205994
169.22,0.188293
169.224,0.174316
169.228,0.159668
169.232,0.142334
169.236,0.122925
169.24,0.0993652
169.244,0.074585
169.248,0.052063
169.252,0.0316772
169.256,0.0165405
169.26,0.00427246
169.264,-0.0055542
169.268,-0.0144653
169.272,-0.0222778
169.276,-0.0285645
169.28,-0.0327148
169.284,-0.034668
169.288,-0.0368652
169.292,-0.038208
169.296,-0.0390625
169.3,-0.041687
169.304,-0.0436401
169.308,-0.0435791
169.312,-0.0437622
169.316,-0.0436401
169.32,-0.0440063
169.324,-0.0449219
169.328,-0.0456543
169.332,-0.0455933
169.336,-0.0444336
169.34,-0.0432129
169.344,-0.0422363
169.348,-0.0412598
169.352,-0.038269
169.356,-0.0380249
