time,CH1
129.844,-0.0387573
129.848,-0.0411987
129.852,-0.0429077
129.856,-0.0430908
129.86,-0.0419312
129.864,-0.039978
129.868,-0.0384521
129.872,-0.0371094
129.876,-0.0368652
129.88,-0.0377197
129.884,-0.0387573
129.888,-0.0397949
129.892,-0.0401611
129.896,-0.0397949
129.9,-0.0387573
129.904,-0.0368042
129.908,-0.0351562
129.912,-0.0346069
129.916,-0.0353394
129.92,-0.0368042
129.924,-0.0383301
129.928,-0.0397339
129.932,-0.0402832
129.936,-0.039856
129.94,-0.0383911
129.944,-0.0360718
129.948,-0.0338745
129.952,-0.0326538
129.956,-0.0321655
129.96,-0.0330811
129.964,-0.0349121
129.968,-0.036377
129.972,-0.0369263
129.976,-0.036438
129.98,-0.0358276
129.984,-0.0350952
129.988,-0.0340576
129.992,-0.0328979
129.996,-0.0319824
130,-0.0314941
130.004,-0.0317993
130.008,-0.0326538
130.012,-0.03302
130.016,-0.0325928
130.02,-0.031311
130.024,-0.0293579
130.028,-0.0280151
130.032,-0.0275269
130.036,-0.027771
130.04,-0.0285645
130.044,-0.0296631
130.048,-0.0303345
130.052,-0.0297852
130.056,-0.0280151
130.06,-0.0251465
130.064,-0.0216064
130.068,-0.0168457
130.072,-0.0111084
130.076,-0.00494385
130.08,0.00128174
130.084,0.00750732
130.088,0.013855
130.092,0.0196533
130.096,0.0253906
130.1,0.0294189
130.104,0.0326538
130.108,0.0339355
130.112,0.0334473
130.116,0.0307007
130.12,0.0269775
130.124,0.0228271
130.128,0.0183105
130.132,0.0130005
130.136,0.00476074
130.14,-0.00622559
130.144,-0.0181274
130.148,-0.0287476
130.152,-0.0355225
130.156,-0.0379639
130.16,-0.0377197
130.164,-0.0372314
130.168,-0.0374146
130.172,-0.0377197
130.176,-0.0380859
130.18,-0.0379639
130.184,-0.0371094
130.188,-0.0358276
130.192,-0.034729
130.196,-0.034729
130.2,-0.0357666
130.204,-0.0370483
130.208,-0.0384521
130.212,-0.0400391
130.216,-0.0418091
130.22,-0.0411377
130.224,-0.0319214
130.228,-0.00476074
130.232,0.046875
130.236,0.124084
130.24,0.223938
130.244,0.33728
130.248,0.444397
130.252,0.513428
130.256,0.51178
130.26,0.424927
130.264,0.2677
130.268,0.0921021
130.272,-0.0497437
130.276,-0.128113
130.28,-0.142151
130.284,-0.114807
130.288,-0.0720215
130.292,-0.0331421
130.296,-0.00775146
130.3,0.00231934
130.304,0.00115967
130.308,-0.00463867
130.312,-0.0098877
130.316,-0.0119019
130.32,-0.0112305
130.324,-0.00946045
130.328,-0.00793457
130.332,-0.00671387
130.336,-0.00531006
130.34,-0.00305176
130.344,-0.000610352
130.348,0.00164795
130.352,0.00335693
130.356,0.0045166
130.36,0.00506592
130.364,0.00531006
130.368,0.0055542
130.372,0.00646973
130.376,0.00823975
130.38,0.0103149
130.384,0.0130615
130.388,0.0158691
130.392,0.0188599
130.396,0.0211182
130.4,0.0223389
130.404,0.0223999
130.408,0.0222168
130.412,0.0224609
130.416,0.0236816
130.42,0.0267334
130.424,0.0307007
130.428,0.0346069
130.432,0.038208
130.436,0.0415649
130.44,0.0443726
130.444,0.046936
130.448,0.0494385
130.452,0.0532227
130.456,0.0582275
130.46,0.0646362
130.464,0.0722656
130.468,0.0795288
130.472,0.0859985
130.476,0.0921631
130.48,0.0982056
130.484,0.104675
130.488,0.112915
130.492,0.12207
130.496,0.13208
130.5,0.142273
130.504,0.152954
130.508,0.163696
130.512,0.174011
130.516,0.184082
130.52,0.193848
130.524,0.202759
130.528,0.210815
130.532,0.218262
130.536,0.224426
130.54,0.229492
130.544,0.233398
130.548,0.235168
130.552,0.234558
130.556,0.231567
130.56,0.225464
130.564,0.21521
130.568,0.202026
130.572,0.186279
130.576,0.168518
130.58,0.149048
130.584,0.128235
130.588,0.107788
130.592,0.0880127
130.596,0.069519
130.6,0.052124
130.604,0.0366821
130.608,0.0230713
130.612,0.0122681
130.616,0.00427246
130.62,-0.000488281
130.624,-0.00280762
130.628,-0.00421143
130.632,-0.00598145
130.636,-0.00842285
130.64,-0.0114136
130.644,-0.0145874
130.648,-0.0168457
130.652,-0.0177612
130.656,-0.017395
130.66,-0.0158691
130.664,-0.0140991
130.668,-0.0129395
130.672,-0.0123291
130.676,-0.0122681
130.68,-0.0128174
130.684,-0.0133057
130.688,-0.0131836
130.692,-0.0123901
130.696,-0.0113525
130.7,-0.00976562
130.704,-0.00756836
130.708,-0.0055542
130.712,-0.00402832
130.716,-0.0032959
130.72,-0.00317383
130.724,-0.003479
130.728,-0.00360107
130.732,-0.00378418
130.736,-0.00311279
130.74,-0.00177002
130.744,-0.000305176
130.748,0.00146484
130.752,0.00274658
130.756,0.003479
130.76,0.00341797
130.764,0.00268555
130.768,0.00195312
130.772,0.00189209
130.776,0.00231934
130.78,0.00408936
130.784,0.00610352
130.788,0.00793457
130.792,0.00860596
130.796,0.00762939
130.8,0.00531006
130.804,0.00292969
130.808,0.00152588
130.812,0.0012207
130.816,0.00170898
130.82,0.00262451
130.824,0.00360107
130.828,0.00463867
130.832,0.00518799
130.836,0.00537109
130.84,0.00469971
130.844,0.00311279
130.848,0.00128174
130.852,0.000183105
130.856,6.10E-05
130.86,0.00115967
130.864,0.00311279
130.868,0.00488281
130.872,0.00622559
130.876,0.00665283
130.88,0.00531006
130.884,0.00274658
130.888,0.000244141
130.892,-0.00152588
130.896,-0.00256348
130.9,-0.00244141
130.904,-0.00152588
130.908,-0.000244141
130.912,0.000671387
130.916,0.000549316
130.92,-0.000732422
130.924,-0.00250244
130.928,-0.00439453
130.932,-0.0055542
130.936,-0.00531006
130.94,-0.00402832
130.944,-0.00280762
130.948,-0.00189209
130.952,-0.00238037
130.956,-0.00384521
130.96,-0.00579834
130.964,-0.00878906
130.968,-0.0112915
130.972,-0.012085
130.976,-0.0114746
130.98,-0.0100098
130.984,-0.00836182
130.988,-0.00762939
130.992,-0.00769043
130.996,-0.00860596
131,-0.00982666
131.004,-0.0109863
131.008,-0.0119019
131.012,-0.0125122
131.016,-0.0123901
131.02,-0.0110474
131.024,-0.00872803
131.028,-0.00726318
131.032,-0.00683594
131.036,-0.00769043
131.04,-0.00915527
131.044,-0.0107422
131.048,-0.0115967
131.052,-0.012146
131.056,-0.0119019
131.06,-0.0110474
131.064,-0.0103149
131.068,-0.00982666
131.072,-0.00994873
131.076,-0.00994873
131.08,-0.0101318
131.084,-0.0106812
131.088,-0.0106201
131.092,-0.0101318
131.096,-0.00958252
131.1,-0.00897217
131.104,-0.00805664
131.108,-0.0078125
131.112,-0.00830078
131.116,-0.00958252
131.12,-0.0105591
131.124,-0.0115967
131.128,-0.0119019
131.132,-0.0114136
131.136,-0.0105591
131.14,-0.00952148
131.144,-0.0088501
131.148,-0.00842285
131.152,-0.00842285
131.156,-0.00823975
131.16,-0.00787354
131.164,-0.00817871
131.168,-0.00860596
131.172,-0.00854492
131.176,-0.00799561
131.18,-0.00750732
131.184,-0.00628662
131.188,-0.00537109
131.192,-0.00469971
131.196,-0.00476074
131.2,-0.00567627
131.204,-0.00665283
131.208,-0.00762939
131.212,-0.00830078
131.216,-0.00842285
131.22,-0.00762939
131.224,-0.00543213
131.228,-0.00366211
131.232,-0.00274658
131.236,-0.00305176
131.24,-0.0045166
131.244,-0.00653076
131.248,-0.00805664
131.252,-0.00854492
131.256,-0.00762939
131.26,-0.00616455
131.264,-0.00457764
131.268,-0.00341797
131.272,-0.00280762
131.276,-0.00292969
131.28,-0.00372314
131.284,-0.00512695
131.288,-0.00610352
131.292,-0.00640869
131.296,-0.0055542
131.3,-0.00384521
131.304,-0.00195312
131.308,-0.000366211
131.312,-0.00012207
131.316,-0.000610352
131.32,-0.00177002
131.324,-0.00286865
131.328,-0.00366211
131.332,-0.00378418
131.336,-0.0032959
131.34,-0.00219727
131.344,-0.000549316
131.348,0.000732422
131.352,0.00128174
131.356,0.0010376
131.36,0.00012207
131.364,-0.000732422
131.368,-0.000915527
131.372,0.000244141
131.376,0.00244141
131.38,0.00592041
131.384,0.0108032
131.388,0.0171509
131.392,0.0240479
131.396,0.0304565
131.4,0.0356445
131.404,0.0410156
131.408,0.0466309
131.412,0.0524292
131.416,0.0576782
131.42,0.0614624
131.424,0.0632935
131.428,0.0628662
131.432,0.0602417
131.436,0.0561523
131.44,0.0519409
131.444,0.0474854
131.448,0.0413818
131.452,0.0327148
131.456,0.0214844
131.46,0.00921631
131.464,-0.00134277
131.468,-0.00805664
131.472,-0.0100708
131.476,-0.00878906
131.48,-0.00701904
131.484,-0.0065918
131.488,-0.00750732
131.492,-0.00921631
131.496,-0.0101929
131.5,-0.0101929
131.504,-0.0090332
131.508,-0.00744629
131.512,-0.00665283
131.516,-0.00665283
131.52,-0.00720215
131.524,-0.00817871
131.528,-0.00927734
131.532,-0.0113525
131.536,-0.0128174
131.54,-0.00878906
131.544,0.00878906
131.548,0.050415
131.552,0.119446
131.556,0.214233
131.56,0.328735
131.564,0.447021
131.568,0.542664
131.572,0.578918
131.576,0.531921
131.58,0.399109
131.584,0.21936
131.588,0.0506592
131.592,-0.06427
131.596,-0.109375
131.6,-0.0985107
131.604,-0.0601196
131.608,-0.0178833
131.612,0.0133667
131.616,0.0286865
131.62,0.0309448
131.624,0.0264893
131.628,0.0211182
131.632,0.0183716
131.636,0.0178223
131.64,0.0183105
131.644,0.0188599
131.648,0.0189209
131.652,0.0193481
131.656,0.020813
131.66,0.0228882
131.664,0.0257568
131.668,0.0280151
131.672,0.0304565
131.676,0.0316162
131.68,0.0319214
131.684,0.031189
131.688,0.0310059
131.692,0.0317993
131.696,0.0335693
131.7,0.0358887
131.704,0.0390015
131.708,0.0419312
131.712,0.0441895
131.716,0.0447998
131.72,0.0446167
131.724,0.0438232
131.728,0.0440063
131.732,0.0454712
131.736,0.0484619
131.74,0.0526733
131.744,0.0569458
131.748,0.06073
131.752,0.0635986
131.756,0.06604
131.76,0.0683594
131.764,0.0715942
131.768,0.0753784
131.772,0.0802612
131.776,0.0859375
131.78,0.09198
131.784,0.0983276
131.788,0.104919
131.792,0.111206
131.796,0.116943
131.8,0.122742
131.804,0.1297
131.808,0.137634
131.812,0.146667
131.816,0.156677
131.82,0.167419
131.824,0.17865
131.828,0.189453
131.832,0.199768
131.836,0.209717
131.84,0.218689
131.844,0.227356
131.848,0.235168
131.852,0.241638
131.856,0.246887
131.86,0.250793
131.864,0.253113
131.868,0.253113
131.872,0.251099
131.876,0.245667
131.88,0.236328
131.884,0.223206
131.888,0.207886
131.892,0.190613
131.896,0.171448
131.9,0.151917
131.904,0.131226
131.908,0.110596
131.912,0.090271
131.916,0.0715332
131.92,0.0553589
131.924,0.0415649
131.928,0.0302734
131.932,0.0211792
131.936,0.0137939
131.94,0.00848389
131.944,0.00445557
131.948,0.00164795
131.952,-0.000854492
131.956,-0.00286865
131.96,-0.00482178
131.964,-0.00750732
131.968,-0.00994873
131.972,-0.0108032
131.976,-0.0113525
131.98,-0.0107422
131.984,-0.0100708
131.988,-0.00891113
131.992,-0.00762939
131.996,-0.0065918
132,-0.00579834
132.004,-0.00482178
132.008,-0.00421143
132.012,-0.0045166
132.016,-0.00488281
132.02,-0.0045166
132.024,-0.00299072
132.028,-0.000549316
132.032,0.00195312
132.036,0.00335693
132.04,0.00317383
132.044,0.00189209
132.048,0.000305176
132.052,-0.0012207
132.056,-0.0012207
132.06,-0.000488281
132.064,0.000610352
132.068,0.00177002
132.072,0.00262451
132.076,0.00317383
132.08,0.00268555
132.084,0.0010376
132.088,-0.000305176
132.092,-0.00140381
132.096,-0.00170898
132.1,-0.0010376
132.104,-0.000305176
132.108,0.000610352
132.112,0.000915527
132.116,0.000976562
132.12,-6.10E-05
132.124,-0.00177002
132.128,-0.00366211
132.132,-0.00537109
132.136,-0.00634766
132.14,-0.00604248
132.144,-0.00537109
132.148,-0.00518799
132.152,-0.00537109
132.156,-0.00549316
132.16,-0.0055542
132.164,-0.00579834
132.168,-0.00622559
132.172,-0.00665283
132.176,-0.00695801
132.18,-0.00683594
132.184,-0.00634766
132.188,-0.00561523
132.192,-0.00543213
132.196,-0.00665283
132.2,-0.0088501
132.204,-0.0108643
132.208,-0.0122681
132.212,-0.0131836
132.216,-0.0133667
132.22,-0.0126343
132.224,-0.0120239
132.228,-0.0112915
132.232,-0.0111084
132.236,-0.0123291
132.24,-0.0145264
132.244,-0.0172729
132.248,-0.0197144
132.252,-0.0213623
132.256,-0.0210571
132.26,-0.0195923
132.264,-0.0178223
132.268,-0.0172119
132.272,-0.0172729
132.276,-0.0184937
132.28,-0.0203247
132.284,-0.0230103
132.288,-0.0255127
132.292,-0.0271606
132.296,-0.0275269
132.3,-0.0269165
132.304,-0.0250854
132.308,-0.0233765
132.312,-0.0229492
132.316,-0.0232544
132.32,-0.0239868
132.324,-0.0252686
132.328,-0.0269775
132.332,-0.0280151
132.336,-0.0286255
132.34,-0.0280151
132.344,-0.0271606
132.348,-0.0264282
132.352,-0.0258179
132.356,-0.0258179
132.36,-0.026123
132.364,-0.0271606
132.368,-0.0285034
132.372,-0.0302124
132.376,-0.0308228
132.38,-0.0307007
132.384,-0.0299683
132.388,-0.0291138
132.392,-0.0286865
132.396,-0.0290527
132.4,-0.0300293
132.404,-0.0308228
132.408,-0.031189
132.412,-0.03125
132.416,-0.0304565
132.42,-0.0297852
132.424,-0.0291138
132.428,-0.0287476
132.432,-0.0285034
132.436,-0.0284424
132.44,-0.0290527
132.444,-0.0300293
132.448,-0.031311
132.452,-0.0322266
132.456,-0.0319214
132.46,-0.031189
132.464,-0.0304565
132.468,-0.0302124
132.472,-0.0303345
132.476,-0.0300293
132.48,-0.0304565
132.484,-0.0309448
132.488,-0.031189
132.492,-0.0310669
132.496,-0.0310059
132.5,-0.0302734
132.504,-0.0288696
132.508,-0.0275269
132.512,-0.0264282
132.516,-0.0269165
132.52,-0.0282593
132.524,-0.0299072
132.528,-0.031189
132.532,-0.0319214
132.536,-0.0318604
132.54,-0.0311279
132.544,-0.0299683
132.548,-0.0289917
132.552,-0.0286255
132.556,-0.0287476
132.56,-0.0296631
132.564,-0.0316772
132.568,-0.0337524
132.572,-0.0349731
132.576,-0.034729
132.58,-0.0334473
132.584,-0.0316162
132.588,-0.0300903
132.592,-0.0296631
132.596,-0.0304565
132.6,-0.0318604
132.604,-0.0333862
132.608,-0.034729
132.612,-0.0355225
132.616,-0.0357666
132.62,-0.0355225
132.624,-0.0345459
132.628,-0.0338135
132.632,-0.0336914
132.636,-0.0337524
132.64,-0.0336914
132.644,-0.0341187
132.648,-0.0341187
132.652,-0.0345459
132.656,-0.0349121
132.66,-0.034729
132.664,-0.0346069
132.668,-0.0345459
132.672,-0.0341187
132.676,-0.0336914
132.68,-0.0338745
132.684,-0.0348511
132.688,-0.0357056
132.692,-0.036377
132.696,-0.0366211
132.7,-0.0362549
132.704,-0.034668
132.708,-0.0332642
132.712,-0.0324097
132.716,-0.0317383
132.72,-0.0301514
132.724,-0.0272217
132.728,-0.0227051
132.732,-0.0167236
132.736,-0.010376
132.74,-0.0032959
132.744,0.0043335
132.748,0.0115356
132.752,0.0170898
132.756,0.0216675
132.76,0.0244141
132.764,0.0245972
132.768,0.0228271
132.772,0.0195923
132.776,0.0158081
132.78,0.0119019
132.784,0.00793457
132.788,0.00262451
132.792,-0.00610352
132.796,-0.0184326
132.8,-0.0323486
132.804,-0.0446777
132.808,-0.0526123
132.812,-0.0549927
132.816,-0.0535278
132.82,-0.0499878
132.824,-0.0471191
132.828,-0.0467529
132.832,-0.0482178
132.836,-0.0513306
132.84,-0.053833
132.844,-0.0551758
132.848,-0.0551147
132.852,-0.0540161
132.856,-0.0530396
132.86,-0.0519409
132.864,-0.0510254
132.868,-0.0510254
132.872,-0.0516357
132.876,-0.0523071
132.88,-0.0499878
132.884,-0.0361328
132.888,-0.000183105
132.892,0.0623779
132.896,0.15094
132.9,0.258789
132.904,0.372314
132.908,0.463928
132.912,0.496338
132.916,0.447449
132.92,0.314575
132.924,0.135803
132.928,-0.0309448
132.932,-0.143555
132.936,-0.186157
132.94,-0.171509
132.944,-0.126282
132.948,-0.0755615
132.952,-0.0355835
132.956,-0.0133667
132.96,-0.00921631
132.964,-0.0167236
132.968,-0.0266724
132.972,-0.0326538
132.976,-0.0333252
132.98,-0.0304565
132.984,-0.0265503
132.988,-0.0234375
132.992,-0.0217285
132.996,-0.0214844
133,-0.022583
133.004,-0.0241699
133.008,-0.0247192
133.012,-0.024353
133.016,-0.0223999
133.02,-0.0194092
133.024,-0.015625
133.028,-0.0122681
133.032,-0.00982666
133.036,-0.00866699
133.04,-0.00872803
133.044,-0.00927734
133.048,-0.00872803
133.052,-0.00756836
133.056,-0.00494385
133.06,-0.00170898
133.064,0.00146484
133.068,0.00482178
133.072,0.00769043
133.076,0.0100708
133.08,0.0117188
133.084,0.0131226
133.088,0.0149536
133.092,0.0177612
133.096,0.0215454
133.1,0.0262451
133.104,0.031311
133.108,0.0361328
133.112,0.0408936
133.116,0.0447998
133.12,0.048645
133.124,0.0537109
133.128,0.0595093
133.132,0.0665283
133.136,0.0743408
133.14,0.0831299
133.144,0.0924072
133.148,0.101746
133.152,0.110901
133.156,0.119873
133.16,0.129028
133.164,0.138306
133.168,0.147827
133.172,0.158142
133.176,0.168762
133.18,0.179321
133.184,0.189941
133.188,0.199402
133.192,0.207458
133.196,0.212524
133.2,0.214905
133.204,0.214661
133.208,0.212036
133.212,0.207458
133.216,0.2005
133.22,0.191589
133.224,0.179321
133.228,0.163269
133.232,0.143433
133.236,0.120972
133.24,0.0974731
133.244,0.0736694
133.248,0.0509644
133.252,0.0301514
133.256,0.0116577
133.26,-0.00396729
133.264,-0.0168457
133.268,-0.0273438
133.272,-0.0343628
133.276,-0.0396118
133.28,-0.0444336
133.284,-0.0493164
133.288,-0.053894
133.292,-0.0574951
133.296,-0.0599976
133.3,-0.0609741
133.304,-0.0601196
133.308,-0.0588379
133.312,-0.0577393
133.316,-0.0571289
133.32,-0.0571289
133.324,-0.0581665
133.328,-0.0594482
133.332,-0.06073
133.336,-0.0610962
133.34,-0.0595093
133.344,-0.057251
133.348,-0.0543213
133.352,-0.0527344
133.356,-0.052124
133.36,-0.0523071
133.364,-0.0532227
133.368,-0.0540161
133.372,-0.0541992
133.376,-0.053894
133.38,-0.0533447
133.384,-0.0523682
133.388,-0.0507202
133.392,-0.0498047
133.396,-0.0498047
133.4,-0.0507202
133.404,-0.052063
133.408,-0.0532837
133.412,-0.0540771
133.416,-0.0532837
133.42,-0.0512085
133.424,-0.0478516
133.428,-0.0446777
133.432,-0.043335
133.436,-0.0442505
133.44,-0.0466919
133.444,-0.0498657
133.448,-0.052124
133.452,-0.0526123
133.456,-0.0513306
133.46,-0.0491943
133.464,-0.0471802
133.468,-0.0462036
133.472,-0.0456543
133.476,-0.0454712
133.48,-0.0463257
133.484,-0.0479736
133.488,-0.0496826
133.492,-0.0510864
133.496,-0.0521851
133.5,-0.0523682
133.504,-0.0515747
133.508,-0.050293
133.512,-0.0493164
133.516,-0.0493164
133.52,-0.0499878
133.524,-0.0513306
133.528,-0.0532227
133.532,-0.0548706
133.536,-0.0554199
133.54,-0.0553589
133.544,-0.0540161
133.548,-0.0524902
133.552,-0.0510254
133.556,-0.0505981
133.56,-0.0512695
133.564,-0.0528564
133.568,-0.055603
133.572,-0.0570068
133.576,-0.0570068
133.58,-0.0558472
133.584,-0.0542603
133.588,-0.0532837
133.592,-0.0531006
133.596,-0.0545654
133.6,-0.0569458
133.604,-0.0596924
133.608,-0.0621338
133.612,-0.0636597
133.616,-0.0637817
133.62,-0.0627441
133.624,-0.0612183
133.628,-0.0603638
133.632,-0.0613403
133.636,-0.0633545
133.64,-0.065918
133.644,-0.0682373
133.648,-0.0698242
133.652,-0.0701294
133.656,-0.0691528
133.66,-0.0672607
133.664,-0.0653687
133.668,-0.0640869
133.672,-0.0631104
133.676,-0.0632324
133.68,-0.0639038
133.684,-0.0654297
133.688,-0.0666504
133.692,-0.0669556
133.696,-0.0668945
133.7,-0.0663452
133.704,-0.0648804
133.708,-0.0631104
133.712,-0.0623169
133.716,-0.0619507
133.72,-0.0621948
133.724,-0.0637207
133.728,-0.0655518
133.732,-0.0669556
133.736,-0.0670776
133.74,-0.0656738
133.744,-0.0629883
133.748,-0.0608521
133.752,-0.0595093
133.756,-0.0592041
133.76,-0.0595093
133.764,-0.0604248
133.768,-0.0617065
133.772,-0.0622559
133.776,-0.0616455
133.78,-0.0605469
133.784,-0.05896
133.788,-0.0570679
133.792,-0.0556641
133.796,-0.0546265
133.8,-0.0548096
133.804,-0.0552979
133.808,-0.0559082
133.812,-0.0563354
133.816,-0.0567627
133.82,-0.0566406
133.824,-0.0558472
133.828,-0.0548096
133.832,-0.0540771
133.836,-0.0537109
133.84,-0.0536499
133.844,-0.0541382
133.848,-0.0543213
133.852,-0.0544434
133.856,-0.053833
133.86,-0.0529785
133.864,-0.0517578
133.868,-0.0502319
133.872,-0.0481567
133.876,-0.0455322
133.88,-0.0419312
133.884,-0.0379639
133.888,-0.0334473
133.892,-0.0285645
133.896,-0.0235596
133.9,-0.017395
133.904,-0.00946045
133.908,-0.000976562
133.912,0.00683594
133.916,0.012207
133.92,0.0133667
133.924,0.0109253
133.928,0.00640869
133.932,0.00146484
133.936,-0.00256348
133.94,-0.00549316
133.944,-0.00860596
133.948,-0.0145264
133.952,-0.0247192
133.956,-0.0371704
133.96,-0.0498047
133.964,-0.0596924
133.968,-0.0643921
133.972,-0.0640869
133.976,-0.060791
133.98,-0.057373
133.984,-0.0557251
133.988,-0.0551147
133.992,-0.0551758
133.996,-0.0557861
134,-0.0567627
134.004,-0.0581055
134.008,-0.0595093
134.012,-0.0604858
134.016,-0.0595093
134.02,-0.0576172
134.024,-0.0548706
134.028,-0.0531006
134.032,-0.0537109
134.036,-0.0554199
134.04,-0.0545044
134.044,-0.0427856
134.048,-0.0106812
134.052,0.046936
134.056,0.130859
134.06,0.235474
134.064,0.347961
134.068,0.44342
134.072,0.485535
134.076,0.449646
134.08,0.330383
134.084,0.160156
134.088,-0.00402832
134.092,-0.119568
134.096,-0.167419
134.1,-0.158936
134.104,-0.119934
134.108,-0.0740967
134.112,-0.0368652
134.116,-0.0153198
134.12,-0.00958252
134.124,-0.0142822
134.128,-0.0219116
134.132,-0.0270996
134.136,-0.0281372
134.14,-0.0264893
134.144,-0.0238037
134.148,-0.0214233
134.152,-0.0194092
134.156,-0.0176392
134.16,-0.0161133
134.164,-0.0148315
134.168,-0.0142822
134.172,-0.0133057
134.176,-0.0117798
134.18,-0.0100098
134.184,-0.00750732
134.188,-0.00500488
134.192,-0.00286865
134.196,-0.00134277
134.2,-0.000610352
134.204,0.00012207
134.208,0.000671387
134.212,0.00115967
134.216,0.00231934
134.22,0.00469971
134.224,0.00738525
134.228,0.0108032
134.232,0.0137329
134.236,0.0161133
134.24,0.0185547
134.244,0.020752
134.248,0.0223999
134.252,0.024353
134.256,0.027771
134.26,0.0325928
134.264,0.038269
134.268,0.043457
134.272,0.0480957
134.276,0.0523682
134.28,0.0565186
134.284,0.0614014
134.288,0.0671387
134.292,0.0734253
134.296,0.0803833
134.3,0.0883179
134.304,0.0974121
134.308,0.107666
134.312,0.117737
134.316,0.127075
134.32,0.135925
134.324,0.144226
134.328,0.152832
134.332,0.16217
134.336,0.172302
134.34,0.18335
134.344,0.194702
134.348,0.204895
134.352,0.21228
134.356,0.217163
134.36,0.21936
134.364,0.219238
134.368,0.217041
134.372,0.213135
134.376,0.207153
134.38,0.199097
134.384,0.187927
134.388,0.173706
134.392,0.155945
134.396,0.134338
134.4,0.110413
134.404,0.0863647
134.408,0.064209
134.412,0.0453491
134.416,0.0291748
134.42,0.0159912
134.424,0.00476074
134.428,-0.0045166
134.432,-0.0123291
134.436,-0.0197144
134.44,-0.0253906
134.444,-0.0306396
134.448,-0.0342407
134.452,-0.036438
134.456,-0.0372925
134.46,-0.0366211
134.464,-0.0360107
134.468,-0.0350342
134.472,-0.034729
134.476,-0.0348511
134.48,-0.0355225
134.484,-0.0361328
134.488,-0.0361328
134.492,-0.0355225
134.496,-0.0341797
134.5,-0.0323486
134.504,-0.0302734
134.508,-0.0285034
134.512,-0.027832
134.516,-0.0273438
134.52,-0.0275269
134.524,-0.027832
134.528,-0.0286255
134.532,-0.0290527
134.536,-0.0292358
134.54,-0.0284424
134.544,-0.0266113
134.548,-0.0249023
134.552,-0.0239868
134.556,-0.0235596
134.56,-0.0236816
134.564,-0.0244141
134.568,-0.0248413
134.572,-0.0244141
134.576,-0.022644
134.58,-0.0204468
134.584,-0.0186768
134.588,-0.0177612
134.592,-0.0184326
134.596,-0.0203247
134.6,-0.0218506
134.604,-0.022583
134.608,-0.022644
134.612,-0.0220947
134.616,-0.0211182
134.62,-0.0200195
134.624,-0.0186157
134.628,-0.0171509
134.632,-0.0166626
134.636,-0.0169678
134.64,-0.0178833
134.644,-0.0189819
134.648,-0.0205688
134.652,-0.0213013
134.656,-0.0210571
134.66,-0.0196533
134.664,-0.0178223
134.668,-0.0166016
134.672,-0.0163574
134.676,-0.0166016
134.68,-0.0175171
134.684,-0.0183716
134.688,-0.019104
134.692,-0.0194092
134.696,-0.0195923
134.7,-0.0194702
134.704,-0.019104
134.708,-0.0187378
134.712,-0.0193481
134.716,-0.0203857
134.72,-0.0219116
134.724,-0.0233765
134.728,-0.0244141
134.732,-0.0251465
134.736,-0.0258789
134.74,-0.0259399
134.744,-0.0254517
134.748,-0.0249023
134.752,-0.0247192
134.756,-0.0249634
134.76,-0.0259399
134.764,-0.0272217
134.768,-0.0289307
134.772,-0.0300903
134.776,-0.0304565
134.78,-0.0303345
134.784,-0.0297241
134.788,-0.0285645
134.792,-0.0278931
134.796,-0.0274658
134.8,-0.0279541
134.804,-0.0286865
134.808,-0.0292358
134.812,-0.0296631
134.816,-0.0297241
134.82,-0.0294189
134.824,-0.0286865
134.828,-0.0275879
134.832,-0.0269165
134.836,-0.0266113
134.84,-0.0266724
134.844,-0.0272827
134.848,-0.0279541
134.852,-0.0288086
134.856,-0.0292358
134.86,-0.0289307
134.864,-0.0283203
134.868,-0.0275879
134.872,-0.0269165
134.876,-0.0267334
134.88,-0.0275269
134.884,-0.0288086
134.888,-0.0299072
134.892,-0.0299683
134.896,-0.02948
134.9,-0.0278931
134.904,-0.026123
134.908,-0.0248413
134.912,-0.024231
134.916,-0.0249634
134.92,-0.0256958
134.924,-0.0266113
134.928,-0.0274048
134.932,-0.0280151
134.936,-0.0285645
134.94,-0.0285034
134.944,-0.0278931
134.948,-0.0276489
134.952,-0.0279541
134.956,-0.0280762
134.96,-0.0283203
134.964,-0.0283203
134.968,-0.0281372
134.972,-0.0283203
134.976,-0.0281982
134.98,-0.027771
134.984,-0.0271606
134.988,-0.0259399
134.992,-0.0245972
134.996,-0.0237427
135,-0.0236206
135.004,-0.0241699
135.008,-0.0252686
135.012,-0.0261841
135.016,-0.0266113
135.02,-0.0264282
135.024,-0.0252075
135.028,-0.0236206
135.032,-0.0217896
135.036,-0.0202026
135.04,-0.0192871
135.044,-0.0197144
135.048,-0.0210571
135.052,-0.0227661
135.056,-0.0234375
135.06,-0.0227661
135.064,-0.0209961
135.068,-0.0193481
135.072,-0.0184326
135.076,-0.0183716
135.08,-0.019104
135.084,-0.0201416
135.088,-0.0206909
135.092,-0.0210571
135.096,-0.0212402
135.1,-0.0206299
135.104,-0.019165
135.108,-0.0176392
135.112,-0.0168457
135.116,-0.0168457
135.12,-0.0180054
135.124,-0.0192261
135.128,-0.0198364
135.132,-0.0201416
135.136,-0.0209961
135.14,-0.0205078
135.144,-0.0199585
135.148,-0.0188599
135.152,-0.0178223
135.156,-0.0166626
135.16,-0.0164185
135.164,-0.0166626
135.168,-0.0178223
